:ID,:LABEL,pfas_id,pfas_name,property,value,type,unit
EC_087_TPSA,PFASProperty,PFAS_087,2-(Perfluorotetradecyl)ethan-1-ol,TPSA,20.23,Calculated,
EC_087_QED,PFASProperty,PFAS_087,2-(Perfluorotetradecyl)ethan-1-ol,QED,0.1752,Calculated,
EC_088_logKow,PFASProperty,PFAS_088,2-(Perfluorotetradecyl)-1-iodoethane,logKow,11.98,Experimental/Predicted,
EC_088_ExposureScore_Water,PFASProperty,PFAS_088,2-(Perfluorotetradecyl)-1-iodoethane,ExposureScore_Water,0.24,Score,
EC_088_HazScore_EcoChronic,PFASProperty,PFAS_088,2-(Perfluorotetradecyl)-1-iodoethane,HazScore_EcoChronic,0.08,Score,
EC_088_TPSA,PFASProperty,PFAS_088,2-(Perfluorotetradecyl)-1-iodoethane,TPSA,0.0,Calculated,
EC_088_QED,PFASProperty,PFAS_088,2-(Perfluorotetradecyl)-1-iodoethane,QED,0.0927,Calculated,
EC_089_logKow,PFASProperty,PFAS_089,Perfluorobutyl methyl ether,logKow,3.34,Experimental/Predicted,
EC_089_ExposureScore_Water,PFASProperty,PFAS_089,Perfluorobutyl methyl ether,ExposureScore_Water,0.57,Score,
EC_089_HazScore_EcoChronic,PFASProperty,PFAS_089,Perfluorobutyl methyl ether,HazScore_EcoChronic,0.01,Score,
EC_089_TPSA,PFASProperty,PFAS_089,Perfluorobutyl methyl ether,TPSA,9.23,Calculated,
EC_089_QED,PFASProperty,PFAS_089,Perfluorobutyl methyl ether,QED,0.6992,Calculated,
EC_090_logKow,PFASProperty,PFAS_090,Bis(perfluoroisopropyl)ketone,logKow,3.05,Experimental/Predicted,
EC_090_ExposureScore_Water,PFASProperty,PFAS_090,Bis(perfluoroisopropyl)ketone,ExposureScore_Water,0.24,Score,
EC_090_HazScore_EcoChronic,PFASProperty,PFAS_090,Bis(perfluoroisopropyl)ketone,HazScore_EcoChronic,0.02,Score,
EC_090_TPSA,PFASProperty,PFAS_090,Bis(perfluoroisopropyl)ketone,TPSA,17.07,Calculated,
EC_090_QED,PFASProperty,PFAS_090,Bis(perfluoroisopropyl)ketone,QED,0.6693,Calculated,
EC_091_logKow,PFASProperty,PFAS_091,Perfluoro-2-methyl-3-pentanone,logKow,2.79,Experimental/Predicted,
EC_091_ExposureScore_Water,PFASProperty,PFAS_091,Perfluoro-2-methyl-3-pentanone,ExposureScore_Water,0.83,Score,
EC_091_HazScore_EcoChronic,PFASProperty,PFAS_091,Perfluoro-2-methyl-3-pentanone,HazScore_EcoChronic,0.05,Score,
EC_091_TPSA,PFASProperty,PFAS_091,Perfluoro-2-methyl-3-pentanone,TPSA,17.07,Calculated,
EC_091_QED,PFASProperty,PFAS_091,Perfluoro-2-methyl-3-pentanone,QED,0.7118,Calculated,
EC_092_logKow,PFASProperty,PFAS_092,2-(N-Butylperfluorooctanesulfonamido)ethyl acrylate,logKow,8.34,Experimental/Predicted,
EC_092_ExposureScore_Water,PFASProperty,PFAS_092,2-(N-Butylperfluorooctanesulfonamido)ethyl acrylate,ExposureScore_Water,0.37,Score,
EC_092_HazScore_EcoChronic,PFASProperty,PFAS_092,2-(N-Butylperfluorooctanesulfonamido)ethyl acrylate,HazScore_EcoChronic,0.08,Score,
EC_092_TPSA,PFASProperty,PFAS_092,2-(N-Butylperfluorooctanesulfonamido)ethyl acrylate,TPSA,63.68,Calculated,
EC_092_QED,PFASProperty,PFAS_092,2-(N-Butylperfluorooctanesulfonamido)ethyl acrylate,QED,0.1216,Calculated,
EC_093_logKow,PFASProperty,PFAS_093,"8-Fluorosulfonylperfluoro(2,5-dimethyl-3,6-dioxaoctanoyl) fluoride",logKow,5.68,Experimental/Predicted,
EC_093_ExposureScore_Water,PFASProperty,PFAS_093,"8-Fluorosulfonylperfluoro(2,5-dimethyl-3,6-dioxaoctanoyl) fluoride",ExposureScore_Water,0.2,Score,
EC_093_HazScore_EcoChronic,PFASProperty,PFAS_093,"8-Fluorosulfonylperfluoro(2,5-dimethyl-3,6-dioxaoctanoyl) fluoride",HazScore_EcoChronic,0.01,Score,
EC_093_TPSA,PFASProperty,PFAS_093,"8-Fluorosulfonylperfluoro(2,5-dimethyl-3,6-dioxaoctanoyl) fluoride",TPSA,69.67,Calculated,
EC_093_QED,PFASProperty,PFAS_093,"8-Fluorosulfonylperfluoro(2,5-dimethyl-3,6-dioxaoctanoyl) fluoride",QED,0.363,Calculated,
EC_094_ExposureScore_Water,PFASProperty,PFAS_094,Tetrabutylphosphonium perfluorobutanesulfonate,ExposureScore_Water,0.32,Score,
EC_094_HazScore_EcoChronic,PFASProperty,PFAS_094,Tetrabutylphosphonium perfluorobutanesulfonate,HazScore_EcoChronic,0.05,Score,
EC_095_logKow,PFASProperty,PFAS_095,Perflisobutane,logKow,3.38,Experimental/Predicted,
EC_095_ExposureScore_Water,PFASProperty,PFAS_095,Perflisobutane,ExposureScore_Water,0.2,Score,
EC_095_HazScore_EcoChronic,PFASProperty,PFAS_095,Perflisobutane,HazScore_EcoChronic,0.01,Score,
EC_095_TPSA,PFASProperty,PFAS_095,Perflisobutane,TPSA,0.0,Calculated,
EC_095_QED,PFASProperty,PFAS_095,Perflisobutane,QED,0.5672,Calculated,
EC_096_logKow,PFASProperty,PFAS_096,9-H-Perfluorononanoic acid,logKow,4.88,Experimental/Predicted,
EC_096_ExposureScore_Water,PFASProperty,PFAS_096,9-H-Perfluorononanoic acid,ExposureScore_Water,0.2,Score,
EC_096_HazScore_EcoChronic,PFASProperty,PFAS_096,9-H-Perfluorononanoic acid,HazScore_EcoChronic,0.02,Score,
EC_096_TPSA,PFASProperty,PFAS_096,9-H-Perfluorononanoic acid,TPSA,37.3,Calculated,
EC_096_QED,PFASProperty,PFAS_096,9-H-Perfluorononanoic acid,QED,0.5455,Calculated,
EC_097_logKow,PFASProperty,PFAS_097,Perfluorooctanesulfonyl fluoride,logKow,7.84,Experimental/Predicted,
EC_097_ExposureScore_Water,PFASProperty,PFAS_097,Perfluorooctanesulfonyl fluoride,ExposureScore_Water,0.33,Score,
EC_097_HazScore_EcoChronic,PFASProperty,PFAS_097,Perfluorooctanesulfonyl fluoride,HazScore_EcoChronic,0.21,Score,
EC_097_TPSA,PFASProperty,PFAS_097,Perfluorooctanesulfonyl fluoride,TPSA,34.14,Calculated,
EC_097_QED,PFASProperty,PFAS_097,Perfluorooctanesulfonyl fluoride,QED,0.3523,Calculated,
EC_098_logKow,PFASProperty,PFAS_098,Perfluorobutanesulfonic acid (PFBS),logKow,1.82,Experimental/Predicted,
EC_098_ExposureScore_Water,PFASProperty,PFAS_098,Perfluorobutanesulfonic acid (PFBS),ExposureScore_Water,0.29,Score,
EC_098_HazScore_EcoChronic,PFASProperty,PFAS_098,Perfluorobutanesulfonic acid (PFBS),HazScore_EcoChronic,0.02,Score,
EC_098_TPSA,PFASProperty,PFAS_098,Perfluorobutanesulfonic acid (PFBS),TPSA,54.37,Calculated,
EC_098_QED,PFASProperty,PFAS_098,Perfluorobutanesulfonic acid (PFBS),QED,0.6425,Calculated,
EC_099_logKow,PFASProperty,PFAS_099,Perfluoroisobutyl methyl ether,logKow,2.56,Experimental/Predicted,
EC_099_ExposureScore_Water,PFASProperty,PFAS_099,Perfluoroisobutyl methyl ether,ExposureScore_Water,0.61,Score,
EC_099_HazScore_EcoChronic,PFASProperty,PFAS_099,Perfluoroisobutyl methyl ether,HazScore_EcoChronic,0.01,Score,
EC_099_TPSA,PFASProperty,PFAS_099,Perfluoroisobutyl methyl ether,TPSA,9.23,Calculated,
EC_099_QED,PFASProperty,PFAS_099,Perfluoroisobutyl methyl ether,QED,0.6992,Calculated,
EC_100_logKow,PFASProperty,PFAS_100,2-(Perfluorohexyl)ethanol (6:2 FTOH),logKow,4.41,Experimental/Predicted,
EC_100_ExposureScore_Water,PFASProperty,PFAS_100,2-(Perfluorohexyl)ethanol (6:2 FTOH),ExposureScore_Water,0.44,Score,
EC_100_HazScore_EcoChronic,PFASProperty,PFAS_100,2-(Perfluorohexyl)ethanol (6:2 FTOH),HazScore_EcoChronic,0.12,Score,
EC_100_TPSA,PFASProperty,PFAS_100,2-(Perfluorohexyl)ethanol (6:2 FTOH),TPSA,20.23,Calculated,
EC_100_QED,PFASProperty,PFAS_100,2-(Perfluorohexyl)ethanol (6:2 FTOH),QED,0.7039,Calculated,
EC_101_logKow,PFASProperty,PFAS_101,Perfluorodecanesulphonyl fluoride,logKow,9.17,Experimental/Predicted,
EC_101_ExposureScore_Water,PFASProperty,PFAS_101,Perfluorodecanesulphonyl fluoride,ExposureScore_Water,0.2,Score,
EC_101_HazScore_EcoChronic,PFASProperty,PFAS_101,Perfluorodecanesulphonyl fluoride,HazScore_EcoChronic,0.08,Score,
EC_101_TPSA,PFASProperty,PFAS_101,Perfluorodecanesulphonyl fluoride,TPSA,34.14,Calculated,
EC_101_QED,PFASProperty,PFAS_101,Perfluorodecanesulphonyl fluoride,QED,0.2227,Calculated,
EC_102_logKow,PFASProperty,PFAS_102,Perfluoro-1-iodotetradecane,logKow,11.0,Experimental/Predicted,
EC_102_ExposureScore_Water,PFASProperty,PFAS_102,Perfluoro-1-iodotetradecane,ExposureScore_Water,0.24,Score,
EC_102_HazScore_EcoChronic,PFASProperty,PFAS_102,Perfluoro-1-iodotetradecane,HazScore_EcoChronic,0.01,Score,
EC_102_TPSA,PFASProperty,PFAS_102,Perfluoro-1-iodotetradecane,TPSA,0.0,Calculated,
EC_102_QED,PFASProperty,PFAS_102,Perfluoro-1-iodotetradecane,QED,0.1043,Calculated,
EC_103_logKow,PFASProperty,PFAS_103,"1H,1H-Perfluorooctyl acrylate",logKow,5.95,Experimental/Predicted,
EC_103_ExposureScore_Water,PFASProperty,PFAS_103,"1H,1H-Perfluorooctyl acrylate",ExposureScore_Water,0.24,Score,
EC_103_HazScore_EcoChronic,PFASProperty,PFAS_103,"1H,1H-Perfluorooctyl acrylate",HazScore_EcoChronic,0.01,Score,
EC_103_TPSA,PFASProperty,PFAS_103,"1H,1H-Perfluorooctyl acrylate",TPSA,26.3,Calculated,
EC_103_QED,PFASProperty,PFAS_103,"1H,1H-Perfluorooctyl acrylate",QED,0.2904,Calculated,
EC_104_logKow,PFASProperty,PFAS_104,Perfluoromethylcyclohexane,logKow,4.69,Experimental/Predicted,
EC_104_ExposureScore_Water,PFASProperty,PFAS_104,Perfluoromethylcyclohexane,ExposureScore_Water,0.29,Score,
EC_104_HazScore_EcoChronic,PFASProperty,PFAS_104,Perfluoromethylcyclohexane,HazScore_EcoChronic,0.08,Score,
EC_104_TPSA,PFASProperty,PFAS_104,Perfluoromethylcyclohexane,TPSA,0.0,Calculated,
EC_104_QED,PFASProperty,PFAS_104,Perfluoromethylcyclohexane,QED,0.5667,Calculated,
EC_105_logKow,PFASProperty,PFAS_105,Perfluorobutane,logKow,3.49,Experimental/Predicted,
EC_105_ExposureScore_Water,PFASProperty,PFAS_105,Perfluorobutane,ExposureScore_Water,0.39,Score,
EC_105_HazScore_EcoChronic,PFASProperty,PFAS_105,Perfluorobutane,HazScore_EcoChronic,0.01,Score,
EC_105_TPSA,PFASProperty,PFAS_105,Perfluorobutane,TPSA,0.0,Calculated,
EC_105_QED,PFASProperty,PFAS_105,Perfluorobutane,QED,0.614,Calculated,
EC_106_logKow,PFASProperty,PFAS_106,Perfluorohexadecyl iodide,logKow,12.34,Experimental/Predicted,
EC_106_ExposureScore_Water,PFASProperty,PFAS_106,Perfluorohexadecyl iodide,ExposureScore_Water,0.2,Score,
EC_106_HazScore_EcoChronic,PFASProperty,PFAS_106,Perfluorohexadecyl iodide,HazScore_EcoChronic,0.08,Score,
EC_106_TPSA,PFASProperty,PFAS_106,Perfluorohexadecyl iodide,TPSA,0.0,Calculated,
EC_106_QED,PFASProperty,PFAS_106,Perfluorohexadecyl iodide,QED,0.0925,Calculated,
EC_107_logKow,PFASProperty,PFAS_107,1-Iodoperfluoropentane,logKow,4.98,Experimental/Predicted,
EC_107_ExposureScore_Water,PFASProperty,PFAS_107,1-Iodoperfluoropentane,ExposureScore_Water,0.24,Score,
EC_107_HazScore_EcoChronic,PFASProperty,PFAS_107,1-Iodoperfluoropentane,HazScore_EcoChronic,0.01,Score,
EC_107_TPSA,PFASProperty,PFAS_107,1-Iodoperfluoropentane,TPSA,0.0,Calculated,
EC_107_QED,PFASProperty,PFAS_107,1-Iodoperfluoropentane,QED,0.3752,Calculated,
EC_108_logKow,PFASProperty,PFAS_108,2-(N-Ethylperfluorooctanesulfonamido)acetic acid (EtFOSAA),logKow,6.22,Experimental/Predicted,
EC_108_ExposureScore_Water,PFASProperty,PFAS_108,2-(N-Ethylperfluorooctanesulfonamido)acetic acid (EtFOSAA),ExposureScore_Water,0.02,Score,
EC_108_HazScore_EcoChronic,PFASProperty,PFAS_108,2-(N-Ethylperfluorooctanesulfonamido)acetic acid (EtFOSAA),HazScore_EcoChronic,0.06,Score,
EC_108_TPSA,PFASProperty,PFAS_108,2-(N-Ethylperfluorooctanesulfonamido)acetic acid (EtFOSAA),TPSA,74.68,Calculated,
EC_108_QED,PFASProperty,PFAS_108,2-(N-Ethylperfluorooctanesulfonamido)acetic acid (EtFOSAA),QED,0.3576,Calculated,
EC_109_logKow,PFASProperty,PFAS_109,Ethyl perfluorooctanoate,logKow,5.59,Experimental/Predicted,
EC_109_ExposureScore_Water,PFASProperty,PFAS_109,Ethyl perfluorooctanoate,ExposureScore_Water,0.2,Score,
EC_109_HazScore_EcoChronic,PFASProperty,PFAS_109,Ethyl perfluorooctanoate,HazScore_EcoChronic,0.01,Score,
EC_109_TPSA,PFASProperty,PFAS_109,Ethyl perfluorooctanoate,TPSA,26.3,Calculated,
EC_109_QED,PFASProperty,PFAS_109,Ethyl perfluorooctanoate,QED,0.4135,Calculated,
EC_110_logKow,PFASProperty,PFAS_110,2-(Perfluorooctyl)ethyl acrylate (8:2 Fluorotelomer acrylate),logKow,7.11,Experimental/Predicted,
EC_110_ExposureScore_Water,PFASProperty,PFAS_110,2-(Perfluorooctyl)ethyl acrylate (8:2 Fluorotelomer acrylate),ExposureScore_Water,0.41,Score,
EC_110_HazScore_EcoChronic,PFASProperty,PFAS_110,2-(Perfluorooctyl)ethyl acrylate (8:2 Fluorotelomer acrylate),HazScore_EcoChronic,0.01,Score,
EC_110_TPSA,PFASProperty,PFAS_110,2-(Perfluorooctyl)ethyl acrylate (8:2 Fluorotelomer acrylate),TPSA,26.3,Calculated,
EC_110_QED,PFASProperty,PFAS_110,2-(Perfluorooctyl)ethyl acrylate (8:2 Fluorotelomer acrylate),QED,0.1982,Calculated,
EC_111_logKow,PFASProperty,PFAS_111,Tetraethylammonium perfluorooctanesulfonate,logKow,7.36,Experimental/Predicted,
EC_111_ExposureScore_Water,PFASProperty,PFAS_111,Tetraethylammonium perfluorooctanesulfonate,ExposureScore_Water,0.4,Score,
EC_111_HazScore_EcoChronic,PFASProperty,PFAS_111,Tetraethylammonium perfluorooctanesulfonate,HazScore_EcoChronic,0.25,Score,
EC_112_logKow,PFASProperty,PFAS_112,Perfluoroisobutyl ethyl ether,logKow,3.72,Experimental/Predicted,
EC_112_ExposureScore_Water,PFASProperty,PFAS_112,Perfluoroisobutyl ethyl ether,ExposureScore_Water,0.42,Score,
EC_112_HazScore_EcoChronic,PFASProperty,PFAS_112,Perfluoroisobutyl ethyl ether,HazScore_EcoChronic,0.03,Score,
EC_112_TPSA,PFASProperty,PFAS_112,Perfluoroisobutyl ethyl ether,TPSA,9.23,Calculated,
EC_112_QED,PFASProperty,PFAS_112,Perfluoroisobutyl ethyl ether,QED,0.7092,Calculated,
EC_113_logKow,PFASProperty,PFAS_113,"1H,1H,5H-Perfluoropentyl acrylate",logKow,3.33,Experimental/Predicted,
EC_113_ExposureScore_Water,PFASProperty,PFAS_113,"1H,1H,5H-Perfluoropentyl acrylate",ExposureScore_Water,0.2,Score,
EC_113_HazScore_EcoChronic,PFASProperty,PFAS_113,"1H,1H,5H-Perfluoropentyl acrylate",HazScore_EcoChronic,0.07,Score,
EC_113_TPSA,PFASProperty,PFAS_113,"1H,1H,5H-Perfluoropentyl acrylate",TPSA,26.3,Calculated,
EC_113_QED,PFASProperty,PFAS_113,"1H,1H,5H-Perfluoropentyl acrylate",QED,0.4262,Calculated,
EC_114_logKow,PFASProperty,PFAS_114,"3-(Perfluorohexanesulfonamido)-N,N,N-trimethylpropan-1-aminium (qaPFSMa n=6)",logKow,4.15,Experimental/Predicted,
EC_114_ExposureScore_Water,PFASProperty,PFAS_114,"3-(Perfluorohexanesulfonamido)-N,N,N-trimethylpropan-1-aminium (qaPFSMa n=6)",ExposureScore_Water,0.25,Score,
EC_114_HazScore_EcoChronic,PFASProperty,PFAS_114,"3-(Perfluorohexanesulfonamido)-N,N,N-trimethylpropan-1-aminium (qaPFSMa n=6)",HazScore_EcoChronic,0.13,Score,
EC_114_TPSA,PFASProperty,PFAS_114,"3-(Perfluorohexanesulfonamido)-N,N,N-trimethylpropan-1-aminium (qaPFSMa n=6)",TPSA,46.17,Calculated,
EC_114_QED,PFASProperty,PFAS_114,"3-(Perfluorohexanesulfonamido)-N,N,N-trimethylpropan-1-aminium (qaPFSMa n=6)",QED,0.1683,Calculated,
EC_115_logKow,PFASProperty,PFAS_115,"3-(Perfluoroheptanesulfonamido)-N,N,N-trimethylpropan-1-aminium",logKow,4.82,Experimental/Predicted,
EC_115_ExposureScore_Water,PFASProperty,PFAS_115,"3-(Perfluoroheptanesulfonamido)-N,N,N-trimethylpropan-1-aminium",ExposureScore_Water,0.25,Score,
EC_115_HazScore_EcoChronic,PFASProperty,PFAS_115,"3-(Perfluoroheptanesulfonamido)-N,N,N-trimethylpropan-1-aminium",HazScore_EcoChronic,0.08,Score,
EC_115_TPSA,PFASProperty,PFAS_115,"3-(Perfluoroheptanesulfonamido)-N,N,N-trimethylpropan-1-aminium",TPSA,46.17,Calculated,
EC_115_QED,PFASProperty,PFAS_115,"3-(Perfluoroheptanesulfonamido)-N,N,N-trimethylpropan-1-aminium",QED,0.1557,Calculated,
EC_116_logKow,PFASProperty,PFAS_116,Perfluoropentanesulfonyl fluoride,logKow,5.83,Experimental/Predicted,
EC_116_ExposureScore_Water,PFASProperty,PFAS_116,Perfluoropentanesulfonyl fluoride,ExposureScore_Water,0.2,Score,
EC_116_HazScore_EcoChronic,PFASProperty,PFAS_116,Perfluoropentanesulfonyl fluoride,HazScore_EcoChronic,0.08,Score,
EC_116_TPSA,PFASProperty,PFAS_116,Perfluoropentanesulfonyl fluoride,TPSA,34.14,Calculated,
EC_116_QED,PFASProperty,PFAS_116,Perfluoropentanesulfonyl fluoride,QED,0.5746,Calculated,
EC_117_logKow,PFASProperty,PFAS_117,"1H,1H,2H-Perfluorocyclopentane",logKow,3.45,Experimental/Predicted,
EC_117_ExposureScore_Water,PFASProperty,PFAS_117,"1H,1H,2H-Perfluorocyclopentane",ExposureScore_Water,0.19,Score,
EC_117_HazScore_EcoChronic,PFASProperty,PFAS_117,"1H,1H,2H-Perfluorocyclopentane",HazScore_EcoChronic,0.05,Score,
EC_117_TPSA,PFASProperty,PFAS_117,"1H,1H,2H-Perfluorocyclopentane",TPSA,0.0,Calculated,
EC_117_QED,PFASProperty,PFAS_117,"1H,1H,2H-Perfluorocyclopentane",QED,0.5222,Calculated,
EC_118_logKow,PFASProperty,PFAS_118,"3-(Perfluorooctyl)-1,2-propenoxide",logKow,6.26,Experimental/Predicted,
EC_118_ExposureScore_Water,PFASProperty,PFAS_118,"3-(Perfluorooctyl)-1,2-propenoxide",ExposureScore_Water,0.2,Score,
EC_118_HazScore_EcoChronic,PFASProperty,PFAS_118,"3-(Perfluorooctyl)-1,2-propenoxide",HazScore_EcoChronic,0.01,Score,
EC_118_TPSA,PFASProperty,PFAS_118,"3-(Perfluorooctyl)-1,2-propenoxide",TPSA,12.53,Calculated,
EC_118_QED,PFASProperty,PFAS_118,"3-(Perfluorooctyl)-1,2-propenoxide",QED,0.3197,Calculated,
EC_119_logKow,PFASProperty,PFAS_119,"Poly(oxy-1,2-ethanediyl), .alpha.-[2-[[(perfluorooctyl)sulfonyl]propylamino]ethyl]-.omega.-hydroxy-",logKow,6.21,Experimental/Predicted,
EC_119_ExposureScore_Water,PFASProperty,PFAS_119,"Poly(oxy-1,2-ethanediyl), .alpha.-[2-[[(perfluorooctyl)sulfonyl]propylamino]ethyl]-.omega.-hydroxy-",ExposureScore_Water,0.2,Score,
EC_119_TPSA,PFASProperty,PFAS_119,"Poly(oxy-1,2-ethanediyl), .alpha.-[2-[[(perfluorooctyl)sulfonyl]propylamino]ethyl]-.omega.-hydroxy-",TPSA,66.84,Calculated,
EC_119_QED,PFASProperty,PFAS_119,"Poly(oxy-1,2-ethanediyl), .alpha.-[2-[[(perfluorooctyl)sulfonyl]propylamino]ethyl]-.omega.-hydroxy-",QED,0.2047,Calculated,
EC_120_logKow,PFASProperty,PFAS_120,3-(Perfluoro(13-methyltetradecyl))-2-hydroxypropyl dihydrogen phosphate,logKow,9.49,Experimental/Predicted,
EC_120_ExposureScore_Water,PFASProperty,PFAS_120,3-(Perfluoro(13-methyltetradecyl))-2-hydroxypropyl dihydrogen phosphate,ExposureScore_Water,0.2,Score,
EC_120_HazScore_EcoChronic,PFASProperty,PFAS_120,3-(Perfluoro(13-methyltetradecyl))-2-hydroxypropyl dihydrogen phosphate,HazScore_EcoChronic,0.08,Score,
EC_120_TPSA,PFASProperty,PFAS_120,3-(Perfluoro(13-methyltetradecyl))-2-hydroxypropyl dihydrogen phosphate,TPSA,86.99,Calculated,
EC_120_QED,PFASProperty,PFAS_120,3-(Perfluoro(13-methyltetradecyl))-2-hydroxypropyl dihydrogen phosphate,QED,0.1001,Calculated,
EC_121_logKow,PFASProperty,PFAS_121,(2H-Perfluoroethoxy)methyloxirane,logKow,0.93,Experimental/Predicted,
EC_121_ExposureScore_Water,PFASProperty,PFAS_121,(2H-Perfluoroethoxy)methyloxirane,ExposureScore_Water,0.2,Score,
EC_121_HazScore_EcoChronic,PFASProperty,PFAS_121,(2H-Perfluoroethoxy)methyloxirane,HazScore_EcoChronic,0.02,Score,
EC_121_TPSA,PFASProperty,PFAS_121,(2H-Perfluoroethoxy)methyloxirane,TPSA,21.76,Calculated,
EC_121_QED,PFASProperty,PFAS_121,(2H-Perfluoroethoxy)methyloxirane,QED,0.4723,Calculated,
EC_122_ExposureScore_Water,PFASProperty,PFAS_122,"Ammonium perfluoro-3,6-dioxaoctanoate",ExposureScore_Water,0.2,Score,
EC_122_HazScore_EcoChronic,PFASProperty,PFAS_122,"Ammonium perfluoro-3,6-dioxaoctanoate",HazScore_EcoChronic,0.08,Score,
EC_122_TPSA,PFASProperty,PFAS_122,"Ammonium perfluoro-3,6-dioxaoctanoate",TPSA,95.09,Calculated,
EC_122_QED,PFASProperty,PFAS_122,"Ammonium perfluoro-3,6-dioxaoctanoate",QED,0.7313,Calculated,
EC_123_logKow,PFASProperty,PFAS_123,Ethyl perfluorononan-1-oate,logKow,6.26,Experimental/Predicted,
EC_123_ExposureScore_Water,PFASProperty,PFAS_123,Ethyl perfluorononan-1-oate,ExposureScore_Water,0.2,Score,
EC_123_HazScore_EcoChronic,PFASProperty,PFAS_123,Ethyl perfluorononan-1-oate,HazScore_EcoChronic,0.01,Score,
EC_123_TPSA,PFASProperty,PFAS_123,Ethyl perfluorononan-1-oate,TPSA,26.3,Calculated,
EC_123_QED,PFASProperty,PFAS_123,Ethyl perfluorononan-1-oate,QED,0.328,Calculated,
EC_124_logKow,PFASProperty,PFAS_124,N-Ethyl-N-(2-hydroxyethyl)perfluorooctanesulfonamide,logKow,6.0,Experimental/Predicted,
EC_124_ExposureScore_Water,PFASProperty,PFAS_124,N-Ethyl-N-(2-hydroxyethyl)perfluorooctanesulfonamide,ExposureScore_Water,0.37,Score,
EC_124_HazScore_EcoChronic,PFASProperty,PFAS_124,N-Ethyl-N-(2-hydroxyethyl)perfluorooctanesulfonamide,HazScore_EcoChronic,0.08,Score,
EC_124_TPSA,PFASProperty,PFAS_124,N-Ethyl-N-(2-hydroxyethyl)perfluorooctanesulfonamide,TPSA,57.61,Calculated,
EC_124_QED,PFASProperty,PFAS_124,N-Ethyl-N-(2-hydroxyethyl)perfluorooctanesulfonamide,QED,0.3695,Calculated,
EC_125_logKow,PFASProperty,PFAS_125,Perfluoromethyloxirane,logKow,1.72,Experimental/Predicted,
EC_125_ExposureScore_Water,PFASProperty,PFAS_125,Perfluoromethyloxirane,ExposureScore_Water,0.19,Score,
EC_125_HazScore_EcoChronic,PFASProperty,PFAS_125,Perfluoromethyloxirane,HazScore_EcoChronic,0.05,Score,
EC_125_TPSA,PFASProperty,PFAS_125,Perfluoromethyloxirane,TPSA,12.53,Calculated,
EC_125_QED,PFASProperty,PFAS_125,Perfluoromethyloxirane,QED,0.3947,Calculated,
EC_126_logKow,PFASProperty,PFAS_126,"1H,1H,2H-Perfluoro-1-hexene",logKow,4.4,Experimental/Predicted,
EC_126_ExposureScore_Water,PFASProperty,PFAS_126,"1H,1H,2H-Perfluoro-1-hexene",ExposureScore_Water,0.19,Score,
EC_126_TPSA,PFASProperty,PFAS_126,"1H,1H,2H-Perfluoro-1-hexene",TPSA,0.0,Calculated,
EC_126_QED,PFASProperty,PFAS_126,"1H,1H,2H-Perfluoro-1-hexene",QED,0.5264,Calculated,
EC_127_logKow,PFASProperty,PFAS_127,"Piperidine, 2,2,3,3,4,4,5,5,6,6-decafluoro-1-(pentafluoroethyl)-",logKow,3.56,Experimental/Predicted,
EC_127_ExposureScore_Water,PFASProperty,PFAS_127,"Piperidine, 2,2,3,3,4,4,5,5,6,6-decafluoro-1-(pentafluoroethyl)-",ExposureScore_Water,0.2,Score,
EC_127_HazScore_EcoChronic,PFASProperty,PFAS_127,"Piperidine, 2,2,3,3,4,4,5,5,6,6-decafluoro-1-(pentafluoroethyl)-",HazScore_EcoChronic,0.13,Score,
EC_127_TPSA,PFASProperty,PFAS_127,"Piperidine, 2,2,3,3,4,4,5,5,6,6-decafluoro-1-(pentafluoroethyl)-",TPSA,3.24,Calculated,
EC_127_QED,PFASProperty,PFAS_127,"Piperidine, 2,2,3,3,4,4,5,5,6,6-decafluoro-1-(pentafluoroethyl)-",QED,0.4747,Calculated,
EC_128_logKow,PFASProperty,PFAS_128,Perfluoropentanoic acid (PFPeA),logKow,2.81,Experimental/Predicted,
EC_128_ExposureScore_Water,PFASProperty,PFAS_128,Perfluoropentanoic acid (PFPeA),ExposureScore_Water,0.21,Score,
EC_128_HazScore_EcoChronic,PFASProperty,PFAS_128,Perfluoropentanoic acid (PFPeA),HazScore_EcoChronic,0.02,Score,
EC_128_TPSA,PFASProperty,PFAS_128,Perfluoropentanoic acid (PFPeA),TPSA,37.3,Calculated,
EC_128_QED,PFASProperty,PFAS_128,Perfluoropentanoic acid (PFPeA),QED,0.7951,Calculated,
EC_129_logKow,PFASProperty,PFAS_129,2-(Perfluorohexadecyl)ethanol,logKow,11.1,Experimental/Predicted,
EC_129_ExposureScore_Water,PFASProperty,PFAS_129,2-(Perfluorohexadecyl)ethanol,ExposureScore_Water,0.3,Score,
EC_129_HazScore_EcoChronic,PFASProperty,PFAS_129,2-(Perfluorohexadecyl)ethanol,HazScore_EcoChronic,0.01,Score,
EC_129_TPSA,PFASProperty,PFAS_129,2-(Perfluorohexadecyl)ethanol,TPSA,20.23,Calculated,
EC_129_QED,PFASProperty,PFAS_129,2-(Perfluorohexadecyl)ethanol,QED,0.1534,Calculated,
EC_130_logKow,PFASProperty,PFAS_130,N-(2-Hydroxyethyl)-N-methyl-perfluoroheptanesulfonamide,logKow,4.84,Experimental/Predicted,
