:ID,:LABEL,pfas_id,pfas_name,property,value,type,unit
EC_043_QED,PFASProperty,PFAS_043,Bis(2-hydroxyethyl)ammonium perfluorooctanesulfonic acid,QED,0.1897,Calculated,
EC_044_logKow,PFASProperty,PFAS_044,Perfluorobutanesulfonyl fluoride,logKow,5.16,Experimental/Predicted,
EC_044_ExposureScore_Water,PFASProperty,PFAS_044,Perfluorobutanesulfonyl fluoride,ExposureScore_Water,0.33,Score,
EC_044_HazScore_EcoChronic,PFASProperty,PFAS_044,Perfluorobutanesulfonyl fluoride,HazScore_EcoChronic,0.06,Score,
EC_044_TPSA,PFASProperty,PFAS_044,Perfluorobutanesulfonyl fluoride,TPSA,34.14,Calculated,
EC_044_QED,PFASProperty,PFAS_044,Perfluorobutanesulfonyl fluoride,QED,0.5932,Calculated,
EC_045_logKow,PFASProperty,PFAS_045,"Perfluoro-1,2-dimethylcyclobutane",logKow,4.62,Experimental/Predicted,
EC_045_ExposureScore_Water,PFASProperty,PFAS_045,"Perfluoro-1,2-dimethylcyclobutane",ExposureScore_Water,0.2,Score,
EC_045_HazScore_EcoChronic,PFASProperty,PFAS_045,"Perfluoro-1,2-dimethylcyclobutane",HazScore_EcoChronic,0.01,Score,
EC_045_TPSA,PFASProperty,PFAS_045,"Perfluoro-1,2-dimethylcyclobutane",TPSA,0.0,Calculated,
EC_045_QED,PFASProperty,PFAS_045,"Perfluoro-1,2-dimethylcyclobutane",QED,0.5968,Calculated,
EC_046_logKow,PFASProperty,PFAS_046,(Perfluoro-7-methyloctyl)-2-hydroxypropyl dihydrogen phosphate,logKow,5.47,Experimental/Predicted,
EC_046_ExposureScore_Water,PFASProperty,PFAS_046,(Perfluoro-7-methyloctyl)-2-hydroxypropyl dihydrogen phosphate,ExposureScore_Water,0.24,Score,
EC_046_HazScore_EcoChronic,PFASProperty,PFAS_046,(Perfluoro-7-methyloctyl)-2-hydroxypropyl dihydrogen phosphate,HazScore_EcoChronic,0.08,Score,
EC_046_TPSA,PFASProperty,PFAS_046,(Perfluoro-7-methyloctyl)-2-hydroxypropyl dihydrogen phosphate,TPSA,86.99,Calculated,
EC_046_QED,PFASProperty,PFAS_046,(Perfluoro-7-methyloctyl)-2-hydroxypropyl dihydrogen phosphate,QED,0.2093,Calculated,
EC_047_logKow,PFASProperty,PFAS_047,3-(Perfluoro(9-methyldecyl))-2-hydroxypropyl dihydrogen phosphate,logKow,6.81,Experimental/Predicted,
EC_047_ExposureScore_Water,PFASProperty,PFAS_047,3-(Perfluoro(9-methyldecyl))-2-hydroxypropyl dihydrogen phosphate,ExposureScore_Water,0.2,Score,
EC_047_HazScore_EcoChronic,PFASProperty,PFAS_047,3-(Perfluoro(9-methyldecyl))-2-hydroxypropyl dihydrogen phosphate,HazScore_EcoChronic,0.08,Score,
EC_047_TPSA,PFASProperty,PFAS_047,3-(Perfluoro(9-methyldecyl))-2-hydroxypropyl dihydrogen phosphate,TPSA,86.99,Calculated,
EC_047_QED,PFASProperty,PFAS_047,3-(Perfluoro(9-methyldecyl))-2-hydroxypropyl dihydrogen phosphate,QED,0.1445,Calculated,
EC_048_logKow,PFASProperty,PFAS_048,"N,N-Dimethyl-N-(2-hydroxyethyl)-3-((2-hydroxy-3-sulfopropyl)((perfluorohexyl)sulfonyl)amino)propanaminium hydroxide sodium",logKow,0.02,Experimental/Predicted,
EC_048_ExposureScore_Water,PFASProperty,PFAS_048,"N,N-Dimethyl-N-(2-hydroxyethyl)-3-((2-hydroxy-3-sulfopropyl)((perfluorohexyl)sulfonyl)amino)propanaminium hydroxide sodium",ExposureScore_Water,0.24,Score,
EC_048_HazScore_EcoChronic,PFASProperty,PFAS_048,"N,N-Dimethyl-N-(2-hydroxyethyl)-3-((2-hydroxy-3-sulfopropyl)((perfluorohexyl)sulfonyl)amino)propanaminium hydroxide sodium",HazScore_EcoChronic,0.08,Score,
EC_048_TPSA,PFASProperty,PFAS_048,"N,N-Dimethyl-N-(2-hydroxyethyl)-3-((2-hydroxy-3-sulfopropyl)((perfluorohexyl)sulfonyl)amino)propanaminium hydroxide sodium",TPSA,165.04,Calculated,
EC_048_QED,PFASProperty,PFAS_048,"N,N-Dimethyl-N-(2-hydroxyethyl)-3-((2-hydroxy-3-sulfopropyl)((perfluorohexyl)sulfonyl)amino)propanaminium hydroxide sodium",QED,0.0843,Calculated,
EC_049_logKow,PFASProperty,PFAS_049,3-Methoxyperfluoro(2-methylpentane),logKow,4.61,Experimental/Predicted,
EC_049_ExposureScore_Water,PFASProperty,PFAS_049,3-Methoxyperfluoro(2-methylpentane),ExposureScore_Water,0.31,Score,
EC_049_HazScore_EcoChronic,PFASProperty,PFAS_049,3-Methoxyperfluoro(2-methylpentane),HazScore_EcoChronic,0.01,Score,
EC_049_TPSA,PFASProperty,PFAS_049,3-Methoxyperfluoro(2-methylpentane),TPSA,9.23,Calculated,
EC_049_QED,PFASProperty,PFAS_049,3-Methoxyperfluoro(2-methylpentane),QED,0.6889,Calculated,
EC_050_logKow,PFASProperty,PFAS_050,Perfluorododecane,logKow,8.85,Experimental/Predicted,
EC_050_ExposureScore_Water,PFASProperty,PFAS_050,Perfluorododecane,ExposureScore_Water,0.2,Score,
EC_050_HazScore_EcoChronic,PFASProperty,PFAS_050,Perfluorododecane,HazScore_EcoChronic,0.01,Score,
EC_050_TPSA,PFASProperty,PFAS_050,Perfluorododecane,TPSA,0.0,Calculated,
EC_050_QED,PFASProperty,PFAS_050,Perfluorododecane,QED,0.2226,Calculated,
EC_051_logKow,PFASProperty,PFAS_051,"Perfluoro-1,4-diiodobutane",logKow,5.13,Experimental/Predicted,
EC_051_ExposureScore_Water,PFASProperty,PFAS_051,"Perfluoro-1,4-diiodobutane",ExposureScore_Water,0.21,Score,
EC_051_HazScore_EcoChronic,PFASProperty,PFAS_051,"Perfluoro-1,4-diiodobutane",HazScore_EcoChronic,0.26,Score,
EC_051_TPSA,PFASProperty,PFAS_051,"Perfluoro-1,4-diiodobutane",TPSA,0.0,Calculated,
EC_051_QED,PFASProperty,PFAS_051,"Perfluoro-1,4-diiodobutane",QED,0.3392,Calculated,
EC_052_logKow,PFASProperty,PFAS_052,Perfluorodecanoic acid (PFDA),logKow,6.15,Experimental/Predicted,
EC_052_ExposureScore_Water,PFASProperty,PFAS_052,Perfluorodecanoic acid (PFDA),ExposureScore_Water,0.29,Score,
EC_052_HazScore_EcoChronic,PFASProperty,PFAS_052,Perfluorodecanoic acid (PFDA),HazScore_EcoChronic,0.33,Score,
EC_052_TPSA,PFASProperty,PFAS_052,Perfluorodecanoic acid (PFDA),TPSA,37.3,Calculated,
EC_052_QED,PFASProperty,PFAS_052,Perfluorodecanoic acid (PFDA),QED,0.4217,Calculated,
EC_053_logKow,PFASProperty,PFAS_053,Perfluorohexanoic acid (PFHxA),logKow,3.48,Experimental/Predicted,
EC_053_ExposureScore_Water,PFASProperty,PFAS_053,Perfluorohexanoic acid (PFHxA),ExposureScore_Water,0.21,Score,
EC_053_HazScore_EcoChronic,PFASProperty,PFAS_053,Perfluorohexanoic acid (PFHxA),HazScore_EcoChronic,0.04,Score,
EC_053_TPSA,PFASProperty,PFAS_053,Perfluorohexanoic acid (PFHxA),TPSA,37.3,Calculated,
EC_053_QED,PFASProperty,PFAS_053,Perfluorohexanoic acid (PFHxA),QED,0.8094,Calculated,
EC_054_logKow,PFASProperty,PFAS_054,Perfluorooctane sulfonic acid and its derivatives (PFOS),logKow,4.49,Experimental/Predicted,
EC_054_ExposureScore_Water,PFASProperty,PFAS_054,Perfluorooctane sulfonic acid and its derivatives (PFOS),ExposureScore_Water,0.29,Score,
EC_054_HazScore_EcoChronic,PFASProperty,PFAS_054,Perfluorooctane sulfonic acid and its derivatives (PFOS),HazScore_EcoChronic,0.47,Score,
EC_054_TPSA,PFASProperty,PFAS_054,Perfluorooctane sulfonic acid and its derivatives (PFOS),TPSA,54.37,Calculated,
EC_054_QED,PFASProperty,PFAS_054,Perfluorooctane sulfonic acid and its derivatives (PFOS),QED,0.4025,Calculated,
EC_055_logKow,PFASProperty,PFAS_055,Perfluoroundecane,logKow,8.18,Experimental/Predicted,
EC_055_ExposureScore_Water,PFASProperty,PFAS_055,Perfluoroundecane,ExposureScore_Water,0.44,Score,
EC_055_HazScore_EcoChronic,PFASProperty,PFAS_055,Perfluoroundecane,HazScore_EcoChronic,0.01,Score,
EC_055_TPSA,PFASProperty,PFAS_055,Perfluoroundecane,TPSA,0.0,Calculated,
EC_055_QED,PFASProperty,PFAS_055,Perfluoroundecane,QED,0.254,Calculated,
EC_056_logKow,PFASProperty,PFAS_056,1-(Perfluorohexyl)ethane,logKow,5.87,Experimental/Predicted,
EC_056_ExposureScore_Water,PFASProperty,PFAS_056,1-(Perfluorohexyl)ethane,ExposureScore_Water,0.27,Score,
EC_056_HazScore_EcoChronic,PFASProperty,PFAS_056,1-(Perfluorohexyl)ethane,HazScore_EcoChronic,0.01,Score,
EC_056_TPSA,PFASProperty,PFAS_056,1-(Perfluorohexyl)ethane,TPSA,0.0,Calculated,
EC_056_QED,PFASProperty,PFAS_056,1-(Perfluorohexyl)ethane,QED,0.6042,Calculated,
EC_057_logKow,PFASProperty,PFAS_057,Perfluorooctanesulfonamide (PFOSA),logKow,5.8,Experimental/Predicted,
EC_057_ExposureScore_Water,PFASProperty,PFAS_057,Perfluorooctanesulfonamide (PFOSA),ExposureScore_Water,0.27,Score,
EC_057_HazScore_EcoChronic,PFASProperty,PFAS_057,Perfluorooctanesulfonamide (PFOSA),HazScore_EcoChronic,0.19,Score,
EC_057_TPSA,PFASProperty,PFAS_057,Perfluorooctanesulfonamide (PFOSA),TPSA,60.16,Calculated,
EC_057_QED,PFASProperty,PFAS_057,Perfluorooctanesulfonamide (PFOSA),QED,0.5335,Calculated,
EC_058_logKow,PFASProperty,PFAS_058,Perfluorodecane sulfonic acid (PFDS),logKow,5.83,Experimental/Predicted,
EC_058_ExposureScore_Water,PFASProperty,PFAS_058,Perfluorodecane sulfonic acid (PFDS),ExposureScore_Water,0.43,Score,
EC_058_HazScore_EcoChronic,PFASProperty,PFAS_058,Perfluorodecane sulfonic acid (PFDS),HazScore_EcoChronic,0.08,Score,
EC_058_TPSA,PFASProperty,PFAS_058,Perfluorodecane sulfonic acid (PFDS),TPSA,93.7,Calculated,
EC_058_QED,PFASProperty,PFAS_058,Perfluorodecane sulfonic acid (PFDS),QED,0.2489,Calculated,
EC_059_logKow,PFASProperty,PFAS_059,"Perfluoro(4-methyl-3,6-dioxaoct-7-ene)sulfonyl fluoride",logKow,6.24,Experimental/Predicted,
EC_059_ExposureScore_Water,PFASProperty,PFAS_059,"Perfluoro(4-methyl-3,6-dioxaoct-7-ene)sulfonyl fluoride",ExposureScore_Water,0.28,Score,
EC_059_HazScore_EcoChronic,PFASProperty,PFAS_059,"Perfluoro(4-methyl-3,6-dioxaoct-7-ene)sulfonyl fluoride",HazScore_EcoChronic,0.08,Score,
EC_059_TPSA,PFASProperty,PFAS_059,"Perfluoro(4-methyl-3,6-dioxaoct-7-ene)sulfonyl fluoride",TPSA,52.6,Calculated,
EC_059_QED,PFASProperty,PFAS_059,"Perfluoro(4-methyl-3,6-dioxaoct-7-ene)sulfonyl fluoride",QED,0.3316,Calculated,
EC_060_logKow,PFASProperty,PFAS_060,Perflenapent,logKow,4.16,Experimental/Predicted,
EC_060_ExposureScore_Water,PFASProperty,PFAS_060,Perflenapent,ExposureScore_Water,0.35,Score,
EC_060_HazScore_EcoChronic,PFASProperty,PFAS_060,Perflenapent,HazScore_EcoChronic,0.01,Score,
EC_060_TPSA,PFASProperty,PFAS_060,Perflenapent,TPSA,0.0,Calculated,
EC_060_QED,PFASProperty,PFAS_060,Perflenapent,QED,0.6732,Calculated,
EC_061_logKow,PFASProperty,PFAS_061,Perfluorobut-2-ene,logKow,3.03,Experimental/Predicted,
EC_061_ExposureScore_Water,PFASProperty,PFAS_061,Perfluorobut-2-ene,ExposureScore_Water,0.24,Score,
EC_061_HazScore_EcoChronic,PFASProperty,PFAS_061,Perfluorobut-2-ene,HazScore_EcoChronic,0.01,Score,
EC_061_TPSA,PFASProperty,PFAS_061,Perfluorobut-2-ene,TPSA,0.0,Calculated,
EC_061_QED,PFASProperty,PFAS_061,Perfluorobut-2-ene,QED,0.5261,Calculated,
EC_062_logKow,PFASProperty,PFAS_062,Perfluorotetradecanoic acid (PFTeDA),logKow,8.83,Experimental/Predicted,
EC_062_ExposureScore_Water,PFASProperty,PFAS_062,Perfluorotetradecanoic acid (PFTeDA),ExposureScore_Water,0.29,Score,
EC_062_HazScore_EcoChronic,PFASProperty,PFAS_062,Perfluorotetradecanoic acid (PFTeDA),HazScore_EcoChronic,0.01,Score,
EC_062_TPSA,PFASProperty,PFAS_062,Perfluorotetradecanoic acid (PFTeDA),TPSA,37.3,Calculated,
EC_062_QED,PFASProperty,PFAS_062,Perfluorotetradecanoic acid (PFTeDA),QED,0.2071,Calculated,
EC_063_logKow,PFASProperty,PFAS_063,Diethyl perfluoroadipate,logKow,3.68,Experimental/Predicted,
EC_063_ExposureScore_Water,PFASProperty,PFAS_063,Diethyl perfluoroadipate,ExposureScore_Water,0.2,Score,
EC_063_HazScore_EcoChronic,PFASProperty,PFAS_063,Diethyl perfluoroadipate,HazScore_EcoChronic,0.2,Score,
EC_063_TPSA,PFASProperty,PFAS_063,Diethyl perfluoroadipate,TPSA,52.6,Calculated,
EC_063_QED,PFASProperty,PFAS_063,Diethyl perfluoroadipate,QED,0.5254,Calculated,
EC_064_logKow,PFASProperty,PFAS_064,Perfluorohexanesulphonyl fluoride,logKow,6.5,Experimental/Predicted,
EC_064_ExposureScore_Water,PFASProperty,PFAS_064,Perfluorohexanesulphonyl fluoride,ExposureScore_Water,0.32,Score,
EC_064_HazScore_EcoChronic,PFASProperty,PFAS_064,Perfluorohexanesulphonyl fluoride,HazScore_EcoChronic,0.01,Score,
EC_064_TPSA,PFASProperty,PFAS_064,Perfluorohexanesulphonyl fluoride,TPSA,34.14,Calculated,
EC_064_QED,PFASProperty,PFAS_064,Perfluorohexanesulphonyl fluoride,QED,0.5153,Calculated,
EC_065_logKow,PFASProperty,PFAS_065,Diethyl perfluoroglutarate,logKow,3.01,Experimental/Predicted,
EC_065_ExposureScore_Water,PFASProperty,PFAS_065,Diethyl perfluoroglutarate,ExposureScore_Water,0.2,Score,
EC_065_HazScore_EcoChronic,PFASProperty,PFAS_065,Diethyl perfluoroglutarate,HazScore_EcoChronic,0.01,Score,
EC_065_TPSA,PFASProperty,PFAS_065,Diethyl perfluoroglutarate,TPSA,52.6,Calculated,
EC_065_QED,PFASProperty,PFAS_065,Diethyl perfluoroglutarate,QED,0.5556,Calculated,
EC_066_logKow,PFASProperty,PFAS_066,2-(Perfluorododecyl)ethanol,logKow,8.42,Experimental/Predicted,
EC_066_ExposureScore_Water,PFASProperty,PFAS_066,2-(Perfluorododecyl)ethanol,ExposureScore_Water,0.22,Score,
EC_066_HazScore_EcoChronic,PFASProperty,PFAS_066,2-(Perfluorododecyl)ethanol,HazScore_EcoChronic,0.01,Score,
EC_066_TPSA,PFASProperty,PFAS_066,2-(Perfluorododecyl)ethanol,TPSA,20.23,Calculated,
EC_066_QED,PFASProperty,PFAS_066,2-(Perfluorododecyl)ethanol,QED,0.2105,Calculated,
EC_067_logKow,PFASProperty,PFAS_067,"1H,1H-Perfluoropropyl methacrylate",logKow,3.15,Experimental/Predicted,
EC_067_ExposureScore_Water,PFASProperty,PFAS_067,"1H,1H-Perfluoropropyl methacrylate",ExposureScore_Water,0.2,Score,
EC_067_HazScore_EcoChronic,PFASProperty,PFAS_067,"1H,1H-Perfluoropropyl methacrylate",HazScore_EcoChronic,0.01,Score,
EC_067_TPSA,PFASProperty,PFAS_067,"1H,1H-Perfluoropropyl methacrylate",TPSA,26.3,Calculated,
EC_067_QED,PFASProperty,PFAS_067,"1H,1H-Perfluoropropyl methacrylate",QED,0.4124,Calculated,
EC_068_logKow,PFASProperty,PFAS_068,Perfluorooctanesulfonamido amine oxide,logKow,4.41,Experimental/Predicted,
EC_068_ExposureScore_Water,PFASProperty,PFAS_068,Perfluorooctanesulfonamido amine oxide,ExposureScore_Water,0.09,Score,
EC_068_TPSA,PFASProperty,PFAS_068,Perfluorooctanesulfonamido amine oxide,TPSA,98.77,Calculated,
EC_068_QED,PFASProperty,PFAS_068,Perfluorooctanesulfonamido amine oxide,QED,0.1839,Calculated,
EC_069_ExposureScore_Water,PFASProperty,PFAS_069,Ammonium perfluorodecanesulfonate,ExposureScore_Water,0.43,Score,
EC_069_HazScore_EcoChronic,PFASProperty,PFAS_069,Ammonium perfluorodecanesulfonate,HazScore_EcoChronic,0.08,Score,
EC_069_TPSA,PFASProperty,PFAS_069,Ammonium perfluorodecanesulfonate,TPSA,93.7,Calculated,
EC_069_QED,PFASProperty,PFAS_069,Ammonium perfluorodecanesulfonate,QED,0.2489,Calculated,
EC_070_logKow,PFASProperty,PFAS_070,N-Ethyl-N-(2-(phosphonooxy)ethyl)perfluoropentanesulfonamide,logKow,3.91,Experimental/Predicted,
EC_070_ExposureScore_Water,PFASProperty,PFAS_070,N-Ethyl-N-(2-(phosphonooxy)ethyl)perfluoropentanesulfonamide,ExposureScore_Water,0.2,Score,
EC_070_HazScore_EcoChronic,PFASProperty,PFAS_070,N-Ethyl-N-(2-(phosphonooxy)ethyl)perfluoropentanesulfonamide,HazScore_EcoChronic,0.13,Score,
EC_070_TPSA,PFASProperty,PFAS_070,N-Ethyl-N-(2-(phosphonooxy)ethyl)perfluoropentanesulfonamide,TPSA,104.14,Calculated,
EC_070_QED,PFASProperty,PFAS_070,N-Ethyl-N-(2-(phosphonooxy)ethyl)perfluoropentanesulfonamide,QED,0.3528,Calculated,
EC_071_ExposureScore_Water,PFASProperty,PFAS_071,Ammonium perfluorohexanesulfonate,ExposureScore_Water,0.35,Score,
EC_071_HazScore_EcoChronic,PFASProperty,PFAS_071,Ammonium perfluorohexanesulfonate,HazScore_EcoChronic,0.08,Score,
EC_071_TPSA,PFASProperty,PFAS_071,Ammonium perfluorohexanesulfonate,TPSA,93.7,Calculated,
EC_071_QED,PFASProperty,PFAS_071,Ammonium perfluorohexanesulfonate,QED,0.5473,Calculated,
EC_072_logKow,PFASProperty,PFAS_072,(Perfluorododecyl)ethylsulfonyl chloride,logKow,10.33,Experimental/Predicted,
EC_072_ExposureScore_Water,PFASProperty,PFAS_072,(Perfluorododecyl)ethylsulfonyl chloride,ExposureScore_Water,0.2,Score,
EC_072_HazScore_EcoChronic,PFASProperty,PFAS_072,(Perfluorododecyl)ethylsulfonyl chloride,HazScore_EcoChronic,0.08,Score,
EC_072_TPSA,PFASProperty,PFAS_072,(Perfluorododecyl)ethylsulfonyl chloride,TPSA,34.14,Calculated,
EC_072_QED,PFASProperty,PFAS_072,(Perfluorododecyl)ethylsulfonyl chloride,QED,0.1401,Calculated,
EC_073_logKow,PFASProperty,PFAS_073,Perfluoro(2-propoxypropyl vinyl ether),logKow,5.24,Experimental/Predicted,
EC_073_ExposureScore_Water,PFASProperty,PFAS_073,Perfluoro(2-propoxypropyl vinyl ether),ExposureScore_Water,0.21,Score,
EC_073_HazScore_EcoChronic,PFASProperty,PFAS_073,Perfluoro(2-propoxypropyl vinyl ether),HazScore_EcoChronic,0.01,Score,
EC_073_TPSA,PFASProperty,PFAS_073,Perfluoro(2-propoxypropyl vinyl ether),TPSA,18.46,Calculated,
EC_073_QED,PFASProperty,PFAS_073,Perfluoro(2-propoxypropyl vinyl ether),QED,0.3983,Calculated,
EC_074_logKow,PFASProperty,PFAS_074,"3-(Perfluorohexyl)-1,2-epoxypropane",logKow,4.92,Experimental/Predicted,
EC_074_ExposureScore_Water,PFASProperty,PFAS_074,"3-(Perfluorohexyl)-1,2-epoxypropane",ExposureScore_Water,0.24,Score,
EC_074_HazScore_EcoChronic,PFASProperty,PFAS_074,"3-(Perfluorohexyl)-1,2-epoxypropane",HazScore_EcoChronic,0.05,Score,
EC_074_TPSA,PFASProperty,PFAS_074,"3-(Perfluorohexyl)-1,2-epoxypropane",TPSA,12.53,Calculated,
EC_074_QED,PFASProperty,PFAS_074,"3-(Perfluorohexyl)-1,2-epoxypropane",QED,0.491,Calculated,
EC_075_ExposureScore_Water,PFASProperty,PFAS_075,"1-(1,3-Dimethylbutoxy)-2-(perfluorohexyl)ethane",ExposureScore_Water,0.18,Score,
EC_075_TPSA,PFASProperty,PFAS_075,"1-(1,3-Dimethylbutoxy)-2-(perfluorohexyl)ethane",TPSA,9.23,Calculated,
EC_075_QED,PFASProperty,PFAS_075,"1-(1,3-Dimethylbutoxy)-2-(perfluorohexyl)ethane",QED,0.3439,Calculated,
EC_076_ExposureScore_Water,PFASProperty,PFAS_076,Ammonium perfluoro-2-methyl-3-oxahexanoate (GenX),ExposureScore_Water,0.2,Score,
EC_076_HazScore_EcoChronic,PFASProperty,PFAS_076,Ammonium perfluoro-2-methyl-3-oxahexanoate (GenX),HazScore_EcoChronic,0.04,Score,
EC_076_TPSA,PFASProperty,PFAS_076,Ammonium perfluoro-2-methyl-3-oxahexanoate (GenX),TPSA,85.86,Calculated,
EC_076_QED,PFASProperty,PFAS_076,Ammonium perfluoro-2-methyl-3-oxahexanoate (GenX),QED,0.791,Calculated,
EC_077_ExposureScore_Water,PFASProperty,PFAS_077,"1H,1H,2H,2H-Perfluorodecyltriethoxysilane",ExposureScore_Water,0.2,Score,
EC_077_HazScore_EcoChronic,PFASProperty,PFAS_077,"1H,1H,2H,2H-Perfluorodecyltriethoxysilane",HazScore_EcoChronic,0.03,Score,
EC_077_TPSA,PFASProperty,PFAS_077,"1H,1H,2H,2H-Perfluorodecyltriethoxysilane",TPSA,27.69,Calculated,
EC_077_QED,PFASProperty,PFAS_077,"1H,1H,2H,2H-Perfluorodecyltriethoxysilane",QED,0.1427,Calculated,
EC_078_logKow,PFASProperty,PFAS_078,Perfluoroisohexane,logKow,5.02,Experimental/Predicted,
EC_078_ExposureScore_Water,PFASProperty,PFAS_078,Perfluoroisohexane,ExposureScore_Water,0.4,Score,
EC_078_HazScore_EcoChronic,PFASProperty,PFAS_078,Perfluoroisohexane,HazScore_EcoChronic,0.01,Score,
EC_078_TPSA,PFASProperty,PFAS_078,Perfluoroisohexane,TPSA,0.0,Calculated,
EC_078_QED,PFASProperty,PFAS_078,Perfluoroisohexane,QED,0.6431,Calculated,
EC_079_logKow,PFASProperty,PFAS_079,Perfluorohexadecane,logKow,11.52,Experimental/Predicted,
EC_079_ExposureScore_Water,PFASProperty,PFAS_079,Perfluorohexadecane,ExposureScore_Water,0.45,Score,
EC_079_HazScore_EcoChronic,PFASProperty,PFAS_079,Perfluorohexadecane,HazScore_EcoChronic,0.01,Score,
EC_079_TPSA,PFASProperty,PFAS_079,Perfluorohexadecane,TPSA,0.0,Calculated,
EC_079_QED,PFASProperty,PFAS_079,Perfluorohexadecane,QED,0.1622,Calculated,
EC_080_logKow,PFASProperty,PFAS_080,Perfluorotriethylamine,logKow,4.18,Experimental/Predicted,
EC_080_ExposureScore_Water,PFASProperty,PFAS_080,Perfluorotriethylamine,ExposureScore_Water,0.2,Score,
EC_080_HazScore_EcoChronic,PFASProperty,PFAS_080,Perfluorotriethylamine,HazScore_EcoChronic,0.02,Score,
EC_080_TPSA,PFASProperty,PFAS_080,Perfluorotriethylamine,TPSA,3.24,Calculated,
EC_080_QED,PFASProperty,PFAS_080,Perfluorotriethylamine,QED,0.5113,Calculated,
EC_081_logKow,PFASProperty,PFAS_081,Perfluorobutanesulfonic anhydride,logKow,8.27,Experimental/Predicted,
EC_081_ExposureScore_Water,PFASProperty,PFAS_081,Perfluorobutanesulfonic anhydride,ExposureScore_Water,0.24,Score,
EC_081_HazScore_EcoChronic,PFASProperty,PFAS_081,Perfluorobutanesulfonic anhydride,HazScore_EcoChronic,0.01,Score,
EC_081_TPSA,PFASProperty,PFAS_081,Perfluorobutanesulfonic anhydride,TPSA,77.51,Calculated,
EC_081_QED,PFASProperty,PFAS_081,Perfluorobutanesulfonic anhydride,QED,0.3941,Calculated,
EC_082_logKow,PFASProperty,PFAS_082,Perfluorobutylcyclohexane,logKow,7.0,Experimental/Predicted,
EC_082_ExposureScore_Water,PFASProperty,PFAS_082,Perfluorobutylcyclohexane,ExposureScore_Water,0.23,Score,
EC_082_HazScore_EcoChronic,PFASProperty,PFAS_082,Perfluorobutylcyclohexane,HazScore_EcoChronic,0.02,Score,
EC_082_TPSA,PFASProperty,PFAS_082,Perfluorobutylcyclohexane,TPSA,0.0,Calculated,
EC_082_QED,PFASProperty,PFAS_082,Perfluorobutylcyclohexane,QED,0.3966,Calculated,
EC_083_logKow,PFASProperty,PFAS_083,1-Perfluoromethylcyclohexane-1-sulfonic acid,logKow,1.54,Experimental/Predicted,
EC_083_ExposureScore_Water,PFASProperty,PFAS_083,1-Perfluoromethylcyclohexane-1-sulfonic acid,ExposureScore_Water,0.29,Score,
EC_083_HazScore_EcoChronic,PFASProperty,PFAS_083,1-Perfluoromethylcyclohexane-1-sulfonic acid,HazScore_EcoChronic,0.08,Score,
EC_083_TPSA,PFASProperty,PFAS_083,1-Perfluoromethylcyclohexane-1-sulfonic acid,TPSA,57.2,Calculated,
EC_083_QED,PFASProperty,PFAS_083,1-Perfluoromethylcyclohexane-1-sulfonic acid,QED,0.322,Calculated,
EC_084_logKow,PFASProperty,PFAS_084,Perfluorobutanoic acid (PFBA),logKow,2.14,Experimental/Predicted,
EC_084_ExposureScore_Water,PFASProperty,PFAS_084,Perfluorobutanoic acid (PFBA),ExposureScore_Water,0.21,Score,
EC_084_HazScore_EcoChronic,PFASProperty,PFAS_084,Perfluorobutanoic acid (PFBA),HazScore_EcoChronic,0.02,Score,
EC_084_TPSA,PFASProperty,PFAS_084,Perfluorobutanoic acid (PFBA),TPSA,37.3,Calculated,
EC_084_QED,PFASProperty,PFAS_084,Perfluorobutanoic acid (PFBA),QED,0.7124,Calculated,
EC_085_logKow,PFASProperty,PFAS_085,(Perfluorotetradecyl)ethyl 2-methyl-2-propenoate,logKow,11.67,Experimental/Predicted,
EC_085_ExposureScore_Water,PFASProperty,PFAS_085,(Perfluorotetradecyl)ethyl 2-methyl-2-propenoate,ExposureScore_Water,0.35,Score,
EC_085_HazScore_EcoChronic,PFASProperty,PFAS_085,(Perfluorotetradecyl)ethyl 2-methyl-2-propenoate,HazScore_EcoChronic,0.08,Score,
EC_085_TPSA,PFASProperty,PFAS_085,(Perfluorotetradecyl)ethyl 2-methyl-2-propenoate,TPSA,26.3,Calculated,
EC_085_QED,PFASProperty,PFAS_085,(Perfluorotetradecyl)ethyl 2-methyl-2-propenoate,QED,0.088,Calculated,
EC_086_logKow,PFASProperty,PFAS_086,2-Vinyl(1-bromoperfluoroethane),logKow,3.46,Experimental/Predicted,
EC_086_ExposureScore_Water,PFASProperty,PFAS_086,2-Vinyl(1-bromoperfluoroethane),ExposureScore_Water,0.28,Score,
EC_086_HazScore_EcoChronic,PFASProperty,PFAS_086,2-Vinyl(1-bromoperfluoroethane),HazScore_EcoChronic,0.01,Score,
EC_086_TPSA,PFASProperty,PFAS_086,2-Vinyl(1-bromoperfluoroethane),TPSA,0.0,Calculated,
EC_086_QED,PFASProperty,PFAS_086,2-Vinyl(1-bromoperfluoroethane),QED,0.3706,Calculated,
EC_087_logKow,PFASProperty,PFAS_087,2-(Perfluorotetradecyl)ethan-1-ol,logKow,9.76,Experimental/Predicted,
EC_087_ExposureScore_Water,PFASProperty,PFAS_087,2-(Perfluorotetradecyl)ethan-1-ol,ExposureScore_Water,0.22,Score,
EC_087_HazScore_EcoChronic,PFASProperty,PFAS_087,2-(Perfluorotetradecyl)ethan-1-ol,HazScore_EcoChronic,0.08,Score,
