:ID,:LABEL,Name,CAS_RN,SMILES,StdInChIKey,PubChem_CID,DTXSID,Molecular_Formula,logKow,logKow_predicted,n_F_atoms,MW,functional_group,chain_length,Ether_Linkage,HeavyAtomCount,HBD,HBA,RotatableBonds,TPSA,Fsp3,logP_rdkit,MolMR,QED,NumCl,NumBr,NumN,NumO,NumS,BertzCT,Kappa1,Kappa2,Kappa3,ExposureScore_Water_KEMI,HazScore_EcoChronic_KEMI,ValidationLevel_KEMI,pKa,node_type,CMC (mg/L)
PFAS_184,PFAS,Perfluoroheptanesulphonyl fluoride,335-71-7,O=[S](F)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FBIOXUYLJVKPPG-UHFFFAOYSA-N,67635.0,DTXSID9059830,C7F16O2S1,7.17,7.17,16.0,451.9364,Sulfonyl fluoride,8.0,no,26.0,0.0,2.0,6.0,34.14,1.0,4.6173,45.7648,0.4359,0.0,0.0,0.0,2.0,1.0,641.9996,24.83,5.6635,2.8459,0.28,0.08,2.0,,compound,
PFAS_185,PFAS,Perfluamine,338-83-0,FC(F)(F)C(F)(F)C(F)(F)N(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,JAJLKEVKNDUJBG-UHFFFAOYSA-N,67645.0,DTXSID9059834,C9F21N1,6.19,6.19,21.0,520.9695,Perfluoroalkane,11.0,no,31.0,0.0,1.0,6.0,3.24,1.0,6.6596,49.686,0.2795,0.0,0.0,1.0,0.0,0.0,554.8894,29.49,6.9922,4.0235,0.3,0.01,2.0,,compound,
PFAS_186,PFAS,"1H,1H-Perfluoropropyl acrylate",356-86-5,FC(F)(F)C(F)(F)COC(=O)C=C,JDVGNKIUXZQTFD-UHFFFAOYSA-N,67744.0,DTXSID9059884,C6H5F5O2,2.6,2.6,5.0,204.021,Ester,2.0,yes,13.0,0.0,2.0,3.0,26.3,0.5,1.9132,32.158,0.3984,0.0,0.0,0.0,2.0,0.0,207.5604,11.86,3.7142,3.3892,0.2,0.02,2.0,,compound,
PFAS_187,PFAS,Perfluoropentanoyl fluoride,375-62-2,FC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,RUFSXELMOQBMOF-UHFFFAOYSA-N,67812.0,DTXSID9059917,C5F10O1,1.93,1.93,10.0,265.9789,Acyl fluoride,5.0,no,16.0,0.0,1.0,3.0,17.07,0.8,2.9507,27.011,0.5666,0.0,0.0,0.0,1.0,0.0,288.0747,14.97,3.4844,1.8182,0.24,0.02,2.0,,compound,
PFAS_188,PFAS,"1-Iodo-1H,1H,2H,2H-perfluoroheptane",1682-31-1,C(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,KEHJVWWDDAAVHB-UHFFFAOYSA-N,74309.0,DTXSID9061881,C7H4F11I1,5.96,5.96,11.0,423.9182,Iodinated,6.0,no,19.0,0.0,0.0,5.0,0.0,1.0,4.915,49.347,0.3344,0.0,0.0,0.0,0.0,0.0,317.4956,18.96,5.0576,2.865,0.2,0.08,3.0,,compound,
PFAS_189,PFAS,Perfluorooctane sulfonamido amine,13417-01-1,C(N[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCN(C)C,MSJXTBMNRCTIDR-UHFFFAOYSA-N,83421.0,DTXSID9065443,C13H13F17N2O2S1,6.46,6.46,17.0,584.0426,Sulfonamide,9.0,no,35.0,1.0,3.0,12.0,49.41,1.0,4.8244,80.7775,0.2646,0.0,0.0,2.0,2.0,1.0,850.5222,33.68,9.2086,4.9689,0.2,0.08,3.0,,compound,
PFAS_190,PFAS,"N-(2-Carboxyethyl)-N,N-dimethyl-3-[[(perfluorohexyl)ethylsulfonyl]amino]propanaminium",61798-69-4,C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C[S](=O)(=O)NCCC[N+](CCC([O-])=O)(C)C,STSGGDGRBYWSDX-UHFFFAOYSA-N,112730.0,DTXSID9069502,C16H22F13N2O4S1,3.4,3.4,13.0,584.1014,Sulfonamide,7.0,yes,36.0,1.0,4.0,15.0,86.3,0.9375,2.6412,93.2799,0.1824,0.0,0.0,2.0,4.0,1.0,873.7659,34.43,10.6599,7.4831,0.2,0.08,3.0,,compound,
PFAS_191,PFAS,Perfluorotridecanoic acid (PFTrDA),72629-94-8,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,LVDGGZAZAYHXEY-UHFFFAOYSA-N,3018355.0,DTXSID90868151,C13H1F25O2,8.16,8.16,25.0,663.9577,Carboxylic acid,13.0,yes,40.0,1.0,1.0,11.0,37.3,0.9231,7.6216,68.1078,0.2311,0.0,0.0,0.0,2.0,0.0,969.688,37.72,8.8597,4.0809,0.2,0.08,3.0,,compound,
PFAS_192,PFAS,3-Ethoxyperfluoro(2-methylhexane),297730-93-9,CCOC(C(C(F)(F)F)(C(F)(F)F)F)(C(C(C(F)(F)F)(F)F)(F)F)F,HHBBIOLEJRWIGU-UHFFFAOYSA-N,2782436.0,DTXSID90870315,C9H5F15O1,5.77,5.77,15.0,414.0101,Ether,6.0,yes,25.0,0.0,1.0,5.0,9.23,1.0,5.3545,47.363,0.5514,0.0,0.0,0.0,1.0,0.0,456.8644,23.91,5.973,3.0928,0.33,0.03,3.0,,compound,
PFAS_193,PFAS,"1H,1H,5H-Perfluoropentyl methacrylate",355-93-1,CC(=C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,ZNJXRXXJPIFFAO-UHFFFAOYSA-N,67739.0,DTXSID90880131,C9H8F8O2,3.88,3.88,8.0,300.0397,Ester,3.0,yes,19.0,0.0,2.0,6.0,26.3,0.6667,3.2767,46.618,0.4274,0.0,0.0,0.0,2.0,0.0,363.2311,17.65,5.334,3.3521,0.39,0.04,3.0,,compound,
PFAS_194,PFAS,"1-Iodo-1H,1H,2H,2H-perfluorononane",2043-52-9,C(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,QVTHRDRXTVTNEK-UHFFFAOYSA-N,74884.0,DTXSID90880156,C9H4F15I1,7.3,7.3,15.0,523.9118,Iodinated,8.0,no,25.0,0.0,0.0,7.0,0.0,1.0,6.1856,59.241,0.2121,0.0,0.0,0.0,0.0,0.0,475.8839,24.68,6.3841,3.3454,0.2,0.08,3.0,,compound,
PFAS_195,PFAS,"3-((Perfluorohexylsulfonyl)amino)-N,N,N-trimethyl-1-propanaminium iodide",68957-58-4,[I-].C[N+](C)(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,ISWKWKSVIRGKHB-UHFFFAOYSA-M,,DTXSID90880939,C12H16F13IN2O2S,,,13.0,625.977,Sulfonamide,7.0,no,31.0,1.0,2.0,10.0,46.17,1.0,0.7024,75.2289,0.1683,0.0,0.0,2.0,2.0,1.0,716.9852,32.8667,9.1466,5.7924,0.25,0.13,,,compound,
PFAS_196,PFAS,N-Ethyl perfluorooctane sulfonamidoethanol,1691-99-2,OCC[NH+](CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,,DTXSID5021204,,5.88,,17.0,599.27,sulfonamide,C8,,,,,,,,,,,,,,,,,,,,,,,,compound,
PFAS_197,PFAS,8:2 Fluorotelomer sulfonic acid,39108-34-4,OS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,,DTXSID00873439,,4.21,,17.0,528.16,sulfonate,C10,,,,,,,,,,,,,,,,,,,,,,,,compound,
PFAS_198,PFAS,6:2 Fluorotelomer sulfonic acid,27619-97-2,OS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,,DTXSID6067331,,3.18,,13.0,428.16,sulfonate,C8,,,,,,,,,,,,,,,,,,,,,,,,compound,
PFAS_199,PFAS,Perfluoro-n-butanesulfonamide,30334-69-1,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,,DTXSID3046439,,2.1,,9.0,299.09,sulfonamide,C4,,,,,,,,,,,,,,,,,,,,,,,,compound,
PFAS_200,PFAS,Perfluoro-4-methoxybutanoic acid,863090-89-5,OC(=O)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)F,,,DTXSID20477754,,2.3,,9.0,314.07,carboxylate,C5,,,,,,,,,,,,,,,,,,,,,,,,compound,
PFAS_201,PFAS,6:2 Fluorotelomer sulfonamide,1799-66-2,NS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,,DTXSID00873574,,3.05,,13.0,427.18,sulfonamide,C8,,,,,,,,,,,,,,,,,,,,,,,,compound,
PFAS_202,PFAS,Perfluoro-4-(perfluoroethyl)cyclohexylsulfonate,80988-54-1,OC1(CC(CC(C1)(F)F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F,,,DTXSID20892328,,3.8,,13.0,461.13,sulfonate,cyclic,,,,,,,,,,,,,,,,,,,,,,,,compound,
PFAS_203,PFAS,N-Methyl perfluorooctane sulfonamide,31506-32-8,CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,,DTXSID2021207,,5.1,,17.0,513.12,sulfonamide,C8,,,,,,,,,,,,,,,,,,,,,,,,compound,
PFAS_204,PFAS,N-(3-Aminopropyl) perfluorooctane sulfonamide,13127-83-8,NCCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,,DTXSID0046429,,4.85,,17.0,556.16,sulfonamide,C8,,,,,,,,,,,,,,,,,,,,,,,,compound,
PFAS_205,PFAS,Trifluoroacetic acid,76-05-1,OC(=O)C(F)(F)F,,,DTXSID6021437,,0.5,,3.0,114.02,carboxylate,C2,,,,,,,,,,,,,,,,,,,,,,,,compound,
PFAS_MOF_016,PFAS,PFAS (general),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,category,
PFAS_MOF_018,PFAS,PFAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,category,
PFAS_MOF_023,PFAS,PFCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,category,
PFAS_MOF_024,PFAS,PFSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,category,
PFAS_MOF_025,PFAS,FTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,category,
PFAS_MOF_026,PFAS,FTCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,category,
PFAS_MOF_027,PFAS,FASAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,category,
PFAS_MOF_028,PFAS,FASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,category,
