:ID,:LABEL,Name,CAS_RN,SMILES,StdInChIKey,PubChem_CID,DTXSID,Molecular_Formula,logKow,logKow_predicted,n_F_atoms,MW,functional_group,chain_length,Ether_Linkage,HeavyAtomCount,HBD,HBA,RotatableBonds,TPSA,Fsp3,logP_rdkit,MolMR,QED,NumCl,NumBr,NumN,NumO,NumS,BertzCT,Kappa1,Kappa2,Kappa3,ExposureScore_Water_KEMI,HazScore_EcoChronic_KEMI,ValidationLevel_KEMI,pKa,node_type,CMC (mg/L)
PFAS_001,PFAS,Perfluoro(2-methylpent-2-ene),1584-03-8,FC(=C(C(F)(F)F)C(F)(F)F)C(F)(F)C(F)(F)F,FAEGGADNHFKDQX-UHFFFAOYSA-N,74105.0,DTXSID00166413,C6F12,4.91,4.91,12.0,299.9808,Alkene/Vinyl,7.0,no,18.0,0.0,0.0,1.0,0.0,0.6667,4.5322,31.246,0.624,0.0,0.0,0.0,0.0,0.0,319.0498,16.9,4.2264,3.2201,0.2,0.02,2.0,,compound,
PFAS_002,PFAS,8H-Perfluorooctane,335-65-9,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,KBHBUUBXEQUIMV-UHFFFAOYSA-N,101652.0,DTXSID00187143,C8H1F17,5.56,5.56,17.0,419.9807,Perfluoroalkane,8.0,no,25.0,0.0,0.0,6.0,0.0,1.0,5.6256,41.741,0.4895,0.0,0.0,0.0,0.0,0.0,481.3665,23.81,5.6531,2.8561,0.2,0.01,3.0,,compound,
PFAS_003,PFAS,Perfluorohept-1-ene,355-63-5,FC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CDAVUOSPHHTNBU-UHFFFAOYSA-N,67737.0,DTXSID00188998,C7F14,5.1,5.1,14.0,349.9776,Alkene/Vinyl,6.0,no,21.0,0.0,0.0,4.0,0.0,0.7143,5.1675,36.193,0.6142,0.0,0.0,0.0,0.0,0.0,421.0937,19.76,4.8973,2.6303,0.2,0.08,2.0,,compound,
PFAS_004,PFAS,Dichloromethyl((perfluorohexyl)ethyl)silane,73609-36-6,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[SiH2]C(Cl)Cl,VBDMVWQNRXVEGC-UHFFFAOYSA-N,123573.0,DTXSID00223797,C9H7Cl2F13Si,7.1,7.1,13.0,459.9486,Perfluoroalkane,6.0,no,25.0,0.0,0.0,8.0,0.0,1.0,5.4636,64.252,0.256,2.0,0.0,0.0,0.0,0.0,458.9063,24.8869,7.1314,4.2502,0.26,0.03,5.0,,compound,
PFAS_005,PFAS,"Perfluoro-1,3-dimethylcyclohexane",335-27-3,FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C1(F)F,LOQGSOTUHASIHI-UHFFFAOYSA-N,78975.0,DTXSID0036926,C8F16,6.02,6.02,16.0,399.9745,Cyclic,6.0,no,24.0,0.0,0.0,0.0,0.0,1.0,5.0824,39.576,0.4979,0.0,0.0,0.0,0.0,0.0,479.176,20.9237,4.3404,1.6425,0.3,0.01,3.0,,compound,
PFAS_006,PFAS,Perfluorobutanoyl fluoride,335-42-2,O=C(C(C(C(F)(F)F)(F)F)(F)F)F,YYXWJNBPHDUWJP-UHFFFAOYSA-N,67632.0,DTXSID0041696,C4F8O1,1.27,1.27,8.0,215.9821,Acyl fluoride,2.0,no,13.0,0.0,1.0,2.0,17.07,0.75,2.3154,22.064,0.5109,0.0,0.0,0.0,1.0,0.0,214.6741,12.11,2.808,1.7264,0.28,0.13,2.0,,compound,
PFAS_007,PFAS,Perflunafene,306-94-5,FC1(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C1(F)F,UWEYRJFJVCLAGH-UHFFFAOYSA-N,9386.0,DTXSID0046511,C10F18,5.68,5.68,18.0,461.9713,Cyclic,6.0,no,28.0,0.0,0.0,0.0,0.0,1.0,5.5126,47.254,0.4169,0.0,0.0,0.0,0.0,0.0,587.1549,23.0232,4.566,1.4595,0.47,0.01,2.0,,compound,
PFAS_008,PFAS,Perfluorooctane,307-34-6,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,YVBBRRALBYAZBM-UHFFFAOYSA-N,9387.0,DTXSID0059794,C8F18,6.17,6.17,18.0,437.9713,Perfluoroalkane,9.0,no,26.0,0.0,0.0,5.0,0.0,1.0,5.9228,41.792,0.4679,0.0,0.0,0.0,0.0,0.0,468.2896,24.74,5.6193,2.8195,0.33,0.01,2.0,,compound,
PFAS_009,PFAS,Perfluorooctanoyl fluoride,335-66-0,O=C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F,ZILWJLIFAGWGLE-UHFFFAOYSA-N,67634.0,DTXSID0059829,C8F16O1,3.94,3.94,16.0,415.9694,Acyl fluoride,2.0,no,25.0,0.0,1.0,6.0,17.07,0.875,4.8566,41.852,0.447,0.0,0.0,0.0,1.0,0.0,526.743,23.55,5.5216,2.7779,0.28,0.01,2.0,,compound,
PFAS_010,PFAS,Perfluorohexanoyl fluoride,355-38-4,O=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,XATLHBQMSOZWBO-UHFFFAOYSA-N,67731.0,DTXSID0059877,C6F12O1,2.6,2.6,12.0,315.9758,Acyl fluoride,6.0,no,19.0,0.0,1.0,4.0,17.07,0.8333,3.586,31.958,0.5722,0.0,0.0,0.0,1.0,0.0,364.9061,17.83,4.1627,2.2203,0.35,0.02,2.0,,compound,
PFAS_011,PFAS,"1H,1H,5H-Perfluoropentanol",355-80-6,C(C(C(C(C(F)F)(F)F)(F)F)(F)F)O,JUGSKHLZINSXPQ-UHFFFAOYSA-N,9641.0,DTXSID0059879,C5H4F8O1,1.97,1.97,8.0,232.0134,Alcohol/Fluorotelomer,,no,14.0,1.0,1.0,4.0,20.23,1.0,2.1497,27.9308,0.736,0.0,0.0,0.0,1.0,0.0,199.9083,13.4,3.5189,1.7691,0.32,0.02,3.0,,compound,
PFAS_012,PFAS,Perfluorooctyl iodide,507-63-1,FC(C(C(C(C(F)(F)I)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)F,KWXGJTSJUKTDQU-UHFFFAOYSA-N,10491.0,DTXSID0060147,C8F17I1,6.99,6.99,17.0,545.8773,Iodinated,3.0,no,26.0,0.0,0.0,6.0,0.0,1.0,6.3883,54.704,0.2061,0.0,0.0,0.0,0.0,0.0,473.8614,25.54,6.0168,3.0577,0.28,0.03,3.0,,compound,
PFAS_013,PFAS,N-(4-Hydroxybutyl)-N-methylperfluorooctanesulfonamide,68239-73-6,C(N([S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C)CCCO,IARCBLTVLGDOGQ-UHFFFAOYSA-N,109919.0,DTXSID0071332,C13H12F17N1O3S1,6.49,6.49,17.0,585.0266,Sulfonamide,9.0,no,35.0,1.0,3.0,12.0,57.61,1.0,4.9874,78.5536,0.2598,0.0,0.0,1.0,3.0,1.0,851.7673,33.68,9.2086,4.6106,0.2,0.08,3.0,,compound,
PFAS_014,PFAS,Ethyl perfluorobutyl ether,163702-05-4,C(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C,DFUYAWQUODQGFF-UHFFFAOYSA-N,206000.0,DTXSID0073118,C6H5F9O1,3.83,3.83,9.0,264.0197,Ether,5.0,yes,16.0,0.0,1.0,4.0,9.23,1.0,3.4486,32.522,0.7065,0.0,0.0,0.0,1.0,0.0,242.874,15.33,3.9686,2.203,0.51,0.03,3.0,,compound,
PFAS_015,PFAS,Perfluoromethyldecalin,51294-16-7,FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C12F,LWRNQOBXRHWPGE-UHFFFAOYSA-N,39977.0,DTXSID00871631,C11F20,6.47,6.47,20.0,511.9681,Cyclic,8.0,no,31.0,0.0,0.0,0.0,0.0,1.0,6.1479,52.201,0.3422,0.0,0.0,0.0,0.0,0.0,779.438,25.8572,5.2206,1.7808,0.2,,2.0,,compound,
PFAS_016,PFAS,"3-((Perfluorooctylsulfonyl)-2-hydroxy-3-sulfopropylamino)-N-(2-hydroxyethyl)-N,N-dimethyl-1-propanaminium  monosodium hydroxide",94133-91-2,[OH-].[Na+].C[N+](C)(CCO)CCCN(CC(O)CS([O-])(=O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,WGHCYEUUCUZEBW-UHFFFAOYSA-M,138394915.0,DTXSID00881331,C18H24F17N2NaO8S2,,,17.0,806.06,Sulfonic acid/Sulfonate,9.0,yes,48.0,2.0,8.0,18.0,165.04,1.0,-0.2228,117.2288,0.0832,0.0,0.0,2.0,8.0,2.0,1282.406,51.8359,15.6033,9.4649,0.24,0.08,,,compound,
PFAS_017,PFAS,"Ammonium perfluoro[(5-methoxy-1,3-dioxolan-4-yl)oxy]acetate",1190931-27-1,[NH4+].[O-]C(=O)C(F)(F)OC1(F)OC(F)(F)OC1(F)OC(F)(F)F,JVXDZDPWHUBMPI-UHFFFAOYSA-N,,DTXSID00882626,C6H4F9NO6,,,9.0,356.9895,Carboxylic acid,4.0,yes,22.0,1.0,6.0,4.0,113.55,0.8333,1.102,38.9588,0.7541,0.0,0.0,1.0,6.0,0.0,442.8031,20.64,5.3723,4.094,0.34,0.04,,,compound,
PFAS_018,PFAS,"Perfluoro-2,5-dimethyl-3,6-dioxanonanoic acid",13252-14-7,OC(=O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F,OIVQVBDAMYDDEM-UHFFFAOYSA-N,93076.0,DTXSID00892442,C9H1F17O4,5.55,5.55,17.0,495.9603,Carboxylic acid,9.0,yes,30.0,1.0,3.0,7.0,55.76,0.8889,4.9436,50.4898,0.5079,0.0,0.0,0.0,4.0,0.0,647.085,28.2,7.1225,4.4422,0.2,0.09,2.0,,compound,
PFAS_019,PFAS,N-Ethylperfluorooctane sulfonamide (N-EtFOSA),4151-50-2,FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)NCC,CCEKAJIANROZEO-UHFFFAOYSA-N,77797.0,DTXSID1032646,C10H6F17N1O2S1,6.76,6.76,17.0,526.9848,Sulfonamide,8.0,no,31.0,1.0,2.0,9.0,46.17,1.0,4.8926,63.2805,0.4346,0.0,0.0,1.0,2.0,1.0,768.272,29.72,7.3702,3.6727,0.38,0.06,2.0,,compound,
PFAS_020,PFAS,Perfluoroheptanoic acid (PFHpA),375-85-9,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,ZWBAMYVPMDSJGQ-UHFFFAOYSA-N,67818.0,DTXSID1037303,C7H1F13O2,4.15,4.15,13.0,363.9769,Carboxylic acid,7.0,yes,22.0,1.0,1.0,5.0,37.3,0.8571,3.8098,38.4258,0.7539,0.0,0.0,0.0,2.0,0.0,447.7952,20.56,4.7761,2.33,0.21,0.02,2.0,,compound,
PFAS_021,PFAS,2-(N-Methylperfluorooctanesulfonamido)acetic acid (MeFOSAA),2355-31-9,FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)N(C)CC(O)=O,QNDHIRFIMVNHBN-UHFFFAOYSA-N,22286931.0,DTXSID10624392,C11H6F17N1O4S1,5.73,5.73,17.0,570.9746,Sulfonamide,8.0,yes,34.0,1.0,3.0,10.0,74.68,0.9091,4.2995,69.8696,0.3975,0.0,0.0,1.0,4.0,1.0,893.6377,32.19,8.1142,4.0003,0.06,0.06,4.0,,compound,
PFAS_022,PFAS,(Perfluorododecyl)ethyl methacrylate,6014-75-1,C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)COC(=O)C(=C)C,LFEGLDRNIDJMKB-UHFFFAOYSA-N,111129.0,DTXSID1064083,C18H9F25O2,10.33,10.33,25.0,732.0203,Ester,2.0,yes,45.0,0.0,2.0,14.0,26.3,0.8333,9.0464,90.862,0.1013,0.0,0.0,0.0,2.0,0.0,1113.5407,42.46,11.0251,5.5905,0.31,0.08,3.0,,compound,
PFAS_023,PFAS,Perfluorooctadecanoic acid (PFODA),16517-11-6,O=C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,ZTSDOGSKTICNPQ-UHFFFAOYSA-N,167547.0,DTXSID1066071,C18H1F35O2,11.51,11.51,35.0,913.9418,Carboxylic acid,2.0,no,55.0,1.0,1.0,16.0,37.3,0.9444,10.7981,92.8428,0.1567,0.0,0.0,0.0,2.0,0.0,1442.9372,52.02,12.2647,5.672,0.17,0.01,3.0,,compound,
PFAS_024,PFAS,(Perfluorodecanyl)ethylsulfonyl chloride,27619-91-6,C([S](Cl)(=O)=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,WYMPCOCJUKZUBF-UHFFFAOYSA-N,119687.0,DTXSID1067330,C12H4Cl1F21O2S1,8.99,8.99,21.0,645.9285,Perfluoroalkane,11.0,no,37.0,0.0,2.0,11.0,34.14,1.0,7.2251,74.8348,0.1756,1.0,0.0,0.0,2.0,1.0,949.0669,35.77,8.8941,4.9593,0.2,0.08,3.0,,compound,
PFAS_025,PFAS,N-Methylperfluorooctanesulfonamide (N-MeFOSA),31506-32-8,FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)F)C(F)(F)S(=O)(NC)=O,SRMWNTGHXHOWBT-UHFFFAOYSA-N,3034468.0,DTXSID1067629,C9H4F17N1O2S1,6.27,6.27,17.0,512.9691,Sulfonamide,7.0,no,30.0,1.0,2.0,8.0,46.17,1.0,4.5025,58.6635,0.4865,0.0,0.0,1.0,2.0,1.0,751.6807,28.72,6.8579,3.2524,0.29,0.02,2.0,,compound,
PFAS_026,PFAS,2-(Perfluorobutyl)ethyl acrylate,52591-27-2,C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)COC(C=C)=O,GYUPEJSTJSFVRR-UHFFFAOYSA-N,104247.0,DTXSID1068772,C9H7F9O2,4.43,4.43,9.0,318.0302,Ester,2.0,yes,20.0,0.0,2.0,6.0,26.3,0.6667,3.5739,46.669,0.4251,0.0,0.0,0.0,2.0,0.0,372.1047,18.58,5.5232,3.3657,0.2,0.01,3.0,,compound,
PFAS_027,PFAS,N-Ethyl--N-[2-(phosphonooxy)ethyl]perfluoroheptanesulfonamide,67923-61-9,C(N([S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCO[P](=O)(O)O)C,FANHPMCIAHYLOD-UHFFFAOYSA-N,106151.0,DTXSID1070854,C11H11F15N1O6P1S1,5.25,5.25,15.0,600.9805,Sulfonamide,8.0,yes,35.0,2.0,4.0,12.0,104.14,1.0,4.079,79.8999,0.2584,0.0,0.0,1.0,6.0,1.0,914.8473,33.97,9.3699,5.3378,0.2,0.08,3.0,,compound,
PFAS_028,PFAS,N-(2-Hydroxyethyl)-N-methylperfluorohexanesulfonamide,68555-75-9,C(N([S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C)CO,UYIBZOUSVFOPJK-UHFFFAOYSA-N,110556.0,DTXSID1071664,C9H8F13N1O3S1,4.17,4.17,13.0,457.0017,Sulfonamide,7.0,no,27.0,1.0,3.0,8.0,57.61,1.0,2.9366,59.4256,0.5709,0.0,0.0,1.0,3.0,1.0,641.906,25.96,6.7836,3.4274,0.3,0.13,3.0,,compound,
PFAS_029,PFAS,Perfluorobutane sulfonamido amine,68555-77-1,CN(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,XMRMVBVJGSKMEN-UHFFFAOYSA-N,110558.0,DTXSID1071666,C9H13F9N2O2S1,3.78,3.78,9.0,384.0554,Sulfonamide,5.0,no,23.0,1.0,3.0,8.0,49.41,1.0,2.2832,60.9895,0.5162,0.0,0.0,2.0,2.0,1.0,501.6412,22.24,6.6252,4.2053,0.24,,2.0,,compound,
PFAS_030,PFAS,Bis(2-hydroxyethyl)ammonium perfluorohexanesulfonate,70225-16-0,OCC[NH2+]CCO.[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,VAWRKOLUZUTBLC-UHFFFAOYSA-N,,DTXSID1072050,C10H12F13NO5S,,,13.0,505.0229,Sulfonic acid/Sulfonate,7.0,yes,30.0,3.0,5.0,9.0,114.27,1.0,0.7623,66.3182,0.2435,0.0,0.0,1.0,5.0,1.0,645.1861,31.0688,9.5698,5.5647,0.24,0.08,,,compound,
PFAS_031,PFAS,Bis(2-hydroxyethyl)ammonium perfluorobutanesulfonate,70225-18-2,OCC[NH2+]CCO.[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,HOHGVZJHMJGPDP-UHFFFAOYSA-N,,DTXSID1072052,C8H12F9NO5S,,,9.0,405.0292,Sulfonic acid/Sulfonate,5.0,yes,24.0,3.0,5.0,7.0,114.27,1.0,-0.5083,56.4242,0.3001,0.0,0.0,1.0,5.0,1.0,474.8203,25.4008,8.5029,5.608,0.24,0.08,,,compound,
PFAS_032,PFAS,"3-(Perfluorooctanesulfonamido)-N,N,N-trimethylpropan-1-aminium",70225-25-1,C(N[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC[N+](C)(C)C.C(N[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC[N+](C)(C)C.O=[S]([O-])([O-])=O,FGTDPZOJJFPWCB-UHFFFAOYSA-N,84097.0,DTXSID10859667,C14H16F17N2O2S1,5.49,5.49,34.0,1294.0839,Sulfonic acid/Sulfonate,18.0,yes,77.0,2.0,8.0,24.0,172.6,1.0,8.6,180.7204,0.0318,0.0,0.0,4.0,8.0,3.0,2172.7241,78.457,22.1849,14.6543,0.23,0.08,7.0,,compound,
PFAS_033,PFAS,Perfluoro-1-(perfluoroethyl)cyclohexanesulfonic acid,1135682-88-0,[K+].C1(C(C(C(C(C1(F)F)(F)F)(F)F)(F)F)(F)F)(S(=O)(=O)[O-])C(C(F)(F)F)(F)F,AGFWEBMALSMQMX-UHFFFAOYSA-N,163145.0,DTXSID10892473,C8H1F15O3S1,2.5,2.5,15.0,499.8966,Sulfonic acid/Sulfonate,2.0,yes,28.0,0.0,3.0,2.0,57.2,1.0,0.6621,48.1652,0.3185,0.0,0.0,0.0,3.0,1.0,708.8752,28.4964,6.5,2.5934,0.29,0.02,5.0,,compound,
PFAS_034,PFAS,"1,6-Divinylperfluorohexane",1800-91-5,FC(F)(C=C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C=C,PDFSXHZXNZCKNF-UHFFFAOYSA-N,102163.0,DTXSID20170895,C10H6F12,6.64,6.64,12.0,354.0278,Alkene/Vinyl,5.0,no,22.0,0.0,0.0,7.0,0.0,0.6,5.1702,50.076,0.4371,0.0,0.0,0.0,0.0,0.0,404.8233,20.64,5.083,2.3539,0.24,0.06,3.0,,compound,
PFAS_035,PFAS,1H-Perfluorohexane,355-37-3,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,XJSRKJAHJGCPGC-UHFFFAOYSA-N,67730.0,DTXSID20188995,C6H1F13,4.22,4.22,13.0,319.9871,Perfluoroalkane,6.0,no,19.0,0.0,0.0,4.0,0.0,1.0,4.355,31.847,0.6755,0.0,0.0,0.0,0.0,0.0,322.5154,18.09,4.2965,2.3049,0.31,0.01,2.0,,compound,
PFAS_036,PFAS,Perfluoroethane,76-16-4,FC(F)(F)C(F)(F)F,WMIYKQLTONQJES-UHFFFAOYSA-N,6431.0,DTXSID2041915,C2F6,2.15,2.15,6.0,137.9904,Perfluoroalkane,3.0,no,8.0,0.0,0.0,0.0,0.0,1.0,2.111,12.11,0.4494,0.0,0.0,0.0,0.0,0.0,61.5098,7.58,1.5278,1.59,0.42,,2.0,,compound,
PFAS_037,PFAS,1-(Perfluorohexyl)octane,133331-77-8,FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)CCCCCCCC,WRYIIOKOQSICTB-UHFFFAOYSA-N,10477896.0,DTXSID20440585,C14H17F13,8.82,8.82,13.0,432.1123,Perfluoroalkane,6.0,no,27.0,0.0,0.0,11.0,0.0,1.0,7.4758,68.783,0.2347,0.0,0.0,0.0,0.0,0.0,464.1223,26.09,8.219,4.7459,0.35,0.01,4.0,,compound,
PFAS_038,PFAS,"1H,1H,2H,2H-Perfluorooctyl iodide",2043-57-4,C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CI,NVVZEKTVIXIUKW-UHFFFAOYSA-N,74888.0,DTXSID2047565,C8H4F13I1,6.63,6.63,13.0,473.915,Iodinated,2.0,no,22.0,0.0,0.0,6.0,0.0,1.0,5.5503,54.294,0.2694,0.0,0.0,0.0,0.0,0.0,395.3345,21.82,5.718,2.9454,0.36,0.01,3.0,,compound,
PFAS_039,PFAS,Ethyl perfluoropropionate,426-65-3,CCOC(=O)C(F)(F)C(F)(F)F,DBOFMRQAMAZKQY-UHFFFAOYSA-N,67928.0,DTXSID2059980,C5H5F5O2,2.25,2.25,5.0,192.021,Ester,3.0,yes,12.0,0.0,2.0,2.0,26.3,0.8,1.7471,27.635,0.4917,0.0,0.0,0.0,2.0,0.0,173.1676,11.12,3.2392,2.0516,0.2,0.01,2.0,,compound,
PFAS_040,PFAS,"1-Iodo-1H,1H,2H,2H-perfluorotetradecane",30046-31-2,C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CI,DBXLDZXWSFMBRB-UHFFFAOYSA-N,121613.0,DTXSID2067535,C14H4F25I1,10.65,10.65,25.0,773.8959,Iodinated,2.0,no,40.0,0.0,0.0,12.0,0.0,1.0,9.3621,83.976,0.1055,0.0,0.0,0.0,0.0,0.0,908.9671,38.98,9.7517,4.6032,0.24,0.02,3.0,,compound,
PFAS_041,PFAS,Perfluoroheptane sulfonamido amine,67584-54-7,C(N[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCN(C)C,RFJQYRXZGNILIY-UHFFFAOYSA-N,105446.0,DTXSID2070506,C12H13F15N2O2S1,5.79,5.79,15.0,534.0458,Sulfonamide,8.0,no,32.0,1.0,3.0,11.0,49.41,1.0,4.1891,75.8305,0.3198,0.0,0.0,2.0,2.0,1.0,760.8673,30.82,8.5508,4.5756,0.2,0.2,3.0,,compound,
PFAS_042,PFAS,N-Ethyl-N-[2-(phosphonooxy)ethyl]perfluorohexanesulfonamide,67969-65-7,C(N([S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCO[P](=O)(O)O)C,WKGHYGHEIVLMOZ-UHFFFAOYSA-N,106252.0,DTXSID2070924,C10H11F13N1O6P1S1,4.58,4.58,13.0,550.9837,Sulfonamide,7.0,yes,32.0,2.0,4.0,11.0,104.14,1.0,3.4437,74.9529,0.3015,0.0,0.0,1.0,6.0,1.0,823.5504,31.11,8.7145,4.9584,0.2,0.08,3.0,,compound,
PFAS_043,PFAS,Bis(2-hydroxyethyl)ammonium perfluorooctanesulfonic acid,70225-14-8,OCC[NH2+]CCO.[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OHPZNXYJAZBDSJ-UHFFFAOYSA-N,,DTXSID2072049,C12H12F17NO5S,,,17.0,605.0165,Sulfonic acid/Sulfonate,9.0,yes,36.0,3.0,5.0,11.0,114.27,1.0,2.0329,76.2122,0.1897,0.0,0.0,1.0,5.0,1.0,822.3864,36.7553,10.7629,5.8494,0.56,0.46,,,compound,
PFAS_044,PFAS,Perfluorobutanesulfonyl fluoride,375-72-4,O=[S](C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(=O)F,LUYQYZLEHLTPBH-UHFFFAOYSA-N,67814.0,DTXSID20861913,C4F10O2S1,5.16,5.16,10.0,301.9459,Sulfonyl fluoride,2.0,no,17.0,0.0,2.0,3.0,34.14,1.0,2.7114,30.9238,0.5932,0.0,0.0,0.0,2.0,1.0,391.0192,16.25,3.6195,2.1547,0.33,0.06,2.0,,compound,
PFAS_045,PFAS,"Perfluoro-1,2-dimethylcyclobutane",2994-71-0,FC(F)(F)C1(F)C(F)(F)C(F)(F)C1(F)C(F)(F)F,RBTROQHBNLSUTL-UHFFFAOYSA-N,92944.0,DTXSID20880189,C6F12,4.62,4.62,12.0,299.9808,Cyclic,5.0,no,18.0,0.0,0.0,0.0,0.0,1.0,3.8118,29.682,0.5968,0.0,0.0,0.0,0.0,0.0,325.7444,15.2183,3.0043,1.0756,0.2,0.01,4.0,,compound,
PFAS_046,PFAS,(Perfluoro-7-methyloctyl)-2-hydroxypropyl dihydrogen phosphate,54009-73-3,C(C(F)(F)C(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F)F)C(CO[P](=O)(O)O)O,SGZKPGFLGSWOJX-UHFFFAOYSA-N,103863.0,DTXSID20880462,C12H8F19O5P1,5.47,5.47,19.0,623.9806,Phosphonate/Phosphate,9.0,yes,37.0,3.0,3.0,11.0,86.99,1.0,5.4914,74.2509,0.2093,0.0,0.0,0.0,5.0,0.0,844.49,35.74,9.4357,5.5734,0.24,0.08,3.0,,compound,
PFAS_047,PFAS,3-(Perfluoro(9-methyldecyl))-2-hydroxypropyl dihydrogen phosphate,63295-27-2,C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(C(F)(F)F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(CO[P](=O)(O)O)O,KUDKLDDNJRWOJT-UHFFFAOYSA-N,6454570.0,DTXSID20880528,C14H8F23O5P1,6.81,6.81,23.0,723.9742,Phosphonate/Phosphate,4.0,yes,43.0,3.0,3.0,13.0,86.99,1.0,6.762,84.1449,0.1445,0.0,0.0,0.0,5.0,0.0,1027.9938,41.46,10.7763,6.0499,0.2,0.08,3.0,,compound,
